stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-2.102,-5.390,-4.600,0.236,1.577,-0.345,-0.029,-1.325,1.951,609909120.376,1584,0,0,0.390
norefined,2,-1.676,-5.541,-4.679,0.182,1.469,-0.464,-0.014,-1.270,1.863,402795788.482,1584,0,0,0.303
norefined,3,-1.238,-5.683,-4.728,0.120,1.358,-0.545,-0.023,-1.258,1.750,242243148.745,1584,0,0,0.218
norefined,4,-1.125,-5.940,-4.607,-0.095,1.123,-0.598,-0.050,-1.186,1.536,194514781.312,1584,0,0,0.189
norefined,5,-1.543,-6.019,-4.461,-0.227,0.991,-0.572,-0.056,-1.143,1.436,207648278.461,1584,0,0,0.256
norefined,6,-1.087,-6.144,-4.494,-0.275,0.904,-0.621,-0.050,-1.144,1.321,160415536.497,1584,0,0,0.177
norefined,7,-1.539,-6.181,-4.358,-0.375,0.808,-0.590,-0.047,-1.113,1.251,166406251.166,1584,0,0,0.249
norefined,8,-1.075,-6.297,-4.391,-0.418,0.737,-0.640,-0.039,-1.109,1.144,134473340.486,1584,0,0,0.171
norefined,9,-1.539,-6.317,-4.260,-0.501,0.661,-0.608,-0.030,-1.076,1.089,139830514.854,1584,0,0,0.244
norefined,10,-1.068,-6.423,-4.297,-0.535,0.605,-0.657,-0.022,-1.066,0.993,116148352.655,1584,0,0,0.166
refined,11,-1.068,-6.423,-4.297,-0.535,0.605,-0.657,-0.022,-1.066,0.993,116148352.655,1584,0,0,0.166
refined,12,-0.721,-4.575,-1.746,-0.260,-0.390,0.185,0.042,0.764,-0.040,57561994.650,1584,0,0,0.158
refined,13,-0.857,-5.304,-2.352,-0.264,-0.335,-0.194,0.115,0.288,0.108,34810079.847,1584,0,0,0.162
refined,14,-0.871,-5.396,-2.450,-0.351,-0.261,-0.230,0.147,0.212,0.201,34316883.618,1584,0,0,0.161
refined,15,-0.883,-5.471,-2.487,-0.353,-0.250,-0.210,0.149,0.200,0.202,34308425.077,1584,0,0,0.161
refined,16,-0.883,-5.472,-2.488,-0.356,-0.248,-0.212,0.146,0.198,0.204,34307933.612,1584,0,0,0.161
refined,17,-0.885,-5.484,-2.494,-0.356,-0.248,-0.210,0.145,0.196,0.204,34307848.223,1584,0,0,0.161
refined,18,-0.885,-5.484,-2.494,-0.357,-0.247,-0.211,0.144,0.196,0.204,34307830.986,1584,0,0,0.161
refined,19,-0.886,-5.487,-2.495,-0.357,-0.247,-0.210,0.144,0.195,0.204,34307827.444,1584,0,0,0.161
refined,20,-0.886,-5.487,-2.495,-0.357,-0.247,-0.210,0.143,0.195,0.204,34307826.714,1584,0,0,0.161
