attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.383,"[-1.872, -0.893]",0.490,-4.703,0.000,4.763,ngd,96,162938221.936,0.130,-1.000,-0.383,0,0,fn
c,-7.591,"[-10.084, -5.097]",2.493,-5.072,0.000,4.763,ngd,96,162938221.936,0.130,-6.000,-1.591,0,0,fn
s,-3.406,"[-4.603, -2.209]",1.197,-4.740,0.000,4.763,ngd,96,162938221.936,0.130,-3.000,-0.406,0,0,fn
vot,0.182,,,,,4.763,ngd,96,162938221.936,0.130,0.167,0.015,0,0,fn
tt,-0.121,"[-0.391, 0.149]",0.270,-0.745,0.458,5.371,lm,96,938506888.424,0.313,-1.000,0.879,1,0,fn
c,-7.969,"[-18.263, 2.324]",10.293,-1.290,0.201,5.371,lm,96,938506888.424,0.313,-6.000,-1.969,1,0,fn
s,-2.630,"[-6.043, 0.783]",3.413,-1.284,0.203,5.371,lm,96,938506888.424,0.313,-3.000,0.370,1,0,fn
vot,0.015,,,,,5.371,lm,96,938506888.424,0.313,0.167,-0.152,0,0,fn
tt,-0.880,"[-1.101, -0.659]",0.221,-6.632,0.000,10.142,ngd+lm,96,111395652.141,0.108,-1.000,0.120,0,0,fn
c,-5.565,"[-6.868, -4.261]",1.304,-7.112,0.000,10.142,ngd+lm,96,111395652.141,0.108,-6.000,0.435,0,0,fn
s,-2.667,"[-3.326, -2.008]",0.659,-6.739,0.000,10.142,ngd+lm,96,111395652.141,0.108,-3.000,0.333,0,0,fn
vot,0.158,,,,,10.142,ngd+lm,96,111395652.141,0.108,0.167,-0.009,0,0,fn
