stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-0.396,-7.046,-3.999,0.921,-1.153,0.406,0.202,-0.071,-1.494,1616047745.026,1584,0,0,0.056
norefined,2,-0.894,-7.013,-4.001,0.926,-1.124,0.410,0.187,-0.053,-1.486,1139312299.637,1584,0,0,0.127
norefined,3,-1.383,-6.978,-3.974,0.938,-1.044,0.401,0.169,-0.038,-1.447,1118538740.600,1584,0,0,0.198
norefined,4,-0.914,-7.036,-4.040,0.963,-0.948,0.417,0.084,-0.095,-1.405,1104810348.059,1584,0,0,0.130
norefined,5,-1.404,-6.999,-4.009,0.970,-0.873,0.408,0.071,-0.079,-1.365,1098847360.987,1584,0,0,0.201
norefined,6,-0.928,-7.058,-4.066,0.995,-0.788,0.421,0.001,-0.132,-1.326,1079910722.934,1584,0,0,0.132
norefined,7,-1.419,-7.019,-4.031,0.998,-0.718,0.413,-0.006,-0.115,-1.288,1082697204.839,1584,0,0,0.202
norefined,8,-0.939,-7.079,-4.081,1.023,-0.642,0.424,-0.067,-0.166,-1.250,1061060502.312,1584,0,0,0.133
norefined,9,-1.430,-7.039,-4.042,1.022,-0.576,0.417,-0.068,-0.147,-1.215,1069178391.614,1584,0,0,0.203
norefined,10,-0.948,-7.098,-4.090,1.046,-0.509,0.428,-0.122,-0.195,-1.178,1046432893.032,1584,0,0,0.134
refined,11,-0.948,-7.098,-4.090,1.046,-0.509,0.428,-0.122,-0.195,-1.178,1046432893.032,1584,0,0,0.134
refined,12,-0.394,-1.992,-1.010,-1.058,1.687,-0.102,0.312,-0.624,1.507,1515023066.921,1584,0,0,0.198
refined,13,0.146,0.734,0.024,1.350,-1.442,0.109,-0.328,0.275,-0.816,5282055136.093,1584,0,0,0.199
refined,14,-0.258,-1.286,-0.508,-0.581,1.163,-0.143,0.162,-0.429,0.717,1290880778.740,1584,0,0,0.200
refined,15,-0.093,-0.459,-0.508,0.673,-0.223,0.086,-0.170,-0.049,0.014,780774434.743,1584,0,0,0.202
refined,16,-0.150,-0.718,-0.530,0.494,0.140,0.019,-0.177,-0.127,0.153,527258285.079,1584,0,0,0.209
refined,17,-0.161,-0.764,-0.556,0.469,0.173,0.025,-0.169,-0.136,0.167,524049653.889,1584,0,0,0.210
refined,18,-0.161,-0.769,-0.560,0.466,0.175,0.026,-0.168,-0.137,0.170,524019259.405,1584,0,0,0.210
refined,19,-0.161,-0.770,-0.561,0.465,0.175,0.026,-0.168,-0.137,0.170,524018981.398,1584,0,0,0.210
refined,20,-0.162,-0.770,-0.561,0.465,0.175,0.026,-0.168,-0.137,0.170,524018978.553,1584,0,0,0.210
