stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.635,"[-2.537, -0.733]",0.902,-3.079,0.005
norefined,c,-7.744,"[-11.891, -3.597]",4.147,-3.173,0.004
norefined,s,-4.226,"[-6.453, -2.0]",2.226,-3.225,0.003
norefined,k0,1.517,"[-0.02, 3.053]",1.537,1.677,0.104
norefined,k1,-0.601,"[-1.403, 0.2]",0.801,-1.275,0.212
norefined,k2,-0.352,"[-1.287, 0.582]",0.934,-0.641,0.527
norefined,k3,-0.543,"[-1.569, 0.484]",1.027,-0.898,0.376
norefined,k4,-0.334,"[-1.066, 0.397]",0.731,-0.777,0.444
norefined,k5,0.526,"[-0.396, 1.448]",0.922,0.970,0.340
refined,tt,-0.619,"[-0.819, -0.42]",0.199,-5.279,0.000
refined,c,-4.192,"[-5.269, -3.116]",1.076,-6.618,0.000
refined,s,-1.946,"[-2.504, -1.388]",0.558,-5.929,0.000
refined,k0,-0.146,"[-0.653, 0.361]",0.507,-0.489,0.629
refined,k1,-0.378,"[-0.715, -0.042]",0.336,-1.910,0.066
refined,k2,-0.088,"[-0.419, 0.243]",0.331,-0.453,0.654
refined,k3,-0.404,"[-0.814, 0.007]",0.411,-1.670,0.106
refined,k4,0.116,"[-0.166, 0.399]",0.283,0.701,0.489
refined,k5,0.263,"[-0.046, 0.572]",0.309,1.446,0.159
