stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.886,-7.223,-4.566,1.710,-1.036,-0.587,-0.636,-0.345,0.318,357820577.574,0.399
norefined,2,-2.427,-7.293,-4.689,1.759,-1.024,-0.509,-0.556,-0.280,0.294,237822808.953,0.333
norefined,3,-1.954,-7.367,-4.789,1.795,-0.996,-0.455,-0.503,-0.241,0.264,112822561.242,0.265
norefined,4,-1.467,-7.464,-4.819,1.790,-0.966,-0.435,-0.471,-0.238,0.253,63804594.489,0.196
norefined,5,-1.672,-7.571,-4.506,1.732,-0.771,-0.367,-0.521,-0.216,0.474,58437312.822,0.221
norefined,6,-1.188,-7.674,-4.495,1.705,-0.717,-0.347,-0.495,-0.238,0.486,61245447.651,0.155
norefined,7,-1.653,-7.666,-4.354,1.615,-0.682,-0.357,-0.534,-0.292,0.507,52464193.549,0.216
norefined,8,-1.166,-7.755,-4.362,1.601,-0.627,-0.335,-0.506,-0.296,0.518,56742848.307,0.150
norefined,9,-1.635,-7.744,-4.226,1.517,-0.601,-0.352,-0.543,-0.334,0.526,48485374.640,0.211
norefined,10,-1.147,-7.823,-4.250,1.513,-0.549,-0.327,-0.513,-0.326,0.536,53561107.706,0.147
refined,11,-1.635,-7.744,-4.226,1.517,-0.601,-0.352,-0.543,-0.334,0.526,48485374.640,0.211
refined,12,-0.029,-1.591,-0.540,-0.409,-0.213,0.327,-0.554,0.160,-0.317,184108490.314,0.018
refined,13,-0.278,-2.272,-1.122,-0.187,-0.404,0.230,-0.287,0.104,0.051,39446934.424,0.122
refined,14,-0.500,-3.437,-1.709,-0.176,-0.400,0.142,-0.375,0.137,0.128,20362101.131,0.146
refined,15,-0.635,-4.225,-1.996,-0.155,-0.355,-0.047,-0.418,0.130,0.249,17756909.471,0.150
refined,16,-0.615,-4.169,-1.935,-0.142,-0.381,-0.088,-0.404,0.114,0.259,17704736.019,0.147
refined,17,-0.621,-4.200,-1.950,-0.147,-0.377,-0.088,-0.404,0.117,0.264,17702989.514,0.148
refined,18,-0.619,-4.190,-1.945,-0.145,-0.379,-0.088,-0.403,0.116,0.263,17702788.561,0.148
refined,19,-0.620,-4.194,-1.947,-0.146,-0.378,-0.088,-0.404,0.117,0.263,17702762.198,0.148
refined,20,-0.619,-4.192,-1.946,-0.146,-0.378,-0.088,-0.404,0.116,0.263,17702758.833,0.148
