stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.801,"[-1.651, 0.049]",0.850,-1.881,0.064
norefined,c,-6.062,"[-12.052, -0.071]",5.991,-2.020,0.047
norefined,s,-3.259,"[-6.477, -0.041]",3.218,-2.021,0.047
norefined,k0,0.728,"[-1.068, 2.523]",1.795,0.809,0.421
norefined,k1,-1.414,"[-3.313, 0.486]",1.900,-1.486,0.142
norefined,k2,-0.030,"[-0.941, 0.881]",0.911,-0.066,0.948
norefined,k3,-0.691,"[-2.31, 0.927]",1.619,-0.853,0.397
norefined,k4,-0.227,"[-1.913, 1.46]",1.687,-0.268,0.789
norefined,k5,-1.238,"[-2.527, 0.051]",1.289,-1.917,0.059
refined,tt,-1.587,"[-2.449, -0.724]",0.863,-3.671,0.000
refined,c,-9.908,"[-15.361, -4.455]",5.453,-3.626,0.001
refined,s,-4.745,"[-7.393, -2.096]",2.649,-3.576,0.001
refined,k0,0.407,"[-1.244, 2.059]",1.651,0.492,0.624
refined,k1,-0.472,"[-1.352, 0.408]",0.880,-1.070,0.288
refined,k2,0.698,"[0.147, 1.25]",0.552,2.527,0.014
refined,k3,0.603,"[-0.261, 1.467]",0.864,1.393,0.168
refined,k4,-1.531,"[-3.262, 0.199]",1.731,-1.766,0.082
refined,k5,-0.161,"[-0.885, 0.564]",0.724,-0.443,0.659
