stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.844,"[-2.329, 0.641]",1.485,-1.030,0.327
norefined,c,-5.813,"[-15.653, 4.026]",9.839,-1.071,0.309
norefined,s,-3.059,"[-7.784, 1.666]",4.725,-1.173,0.268
norefined,k0,-0.525,"[-2.44, 1.389]",1.914,-0.497,0.630
norefined,k1,-0.903,"[-2.871, 1.065]",1.968,-0.831,0.425
norefined,k2,-0.266,"[-2.053, 1.521]",1.787,-0.270,0.793
norefined,k3,1.148,"[-1.233, 3.528]",2.381,0.874,0.403
norefined,k4,1.042,"[-1.413, 3.496]",2.455,0.769,0.460
norefined,k5,0.579,"[-0.511, 1.669]",1.090,0.963,0.358
refined,tt,-43.364,"[-302.809, 216.082]",259.446,-0.303,0.768
refined,c,-163.987,"[-1141.723, 813.749]",977.736,-0.304,0.767
refined,s,-105.411,"[-765.364, 554.542]",659.953,-0.289,0.778
refined,k0,53.671,"[-261.552, 368.893]",315.223,0.309,0.764
refined,k1,3.411,"[-33.641, 40.462]",37.052,0.167,0.871
refined,k2,32.742,"[-145.106, 210.59]",177.848,0.334,0.746
refined,k3,-23.074,"[-133.293, 87.146]",110.220,-0.379,0.712
refined,k4,-8.490,"[-51.695, 34.714]",43.205,-0.356,0.729
refined,k5,1.304,"[-38.711, 41.32]",40.015,0.059,0.954
