stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.773,"[-1.141, -0.405]",0.368,-3.525,0.001
norefined,c,-6.225,"[-8.983, -3.467]",2.758,-3.785,0.000
norefined,s,-2.840,"[-4.073, -1.608]",1.232,-3.866,0.000
norefined,k0,-0.583,"[-1.086, -0.08]",0.503,-1.943,0.058
norefined,k1,-0.571,"[-1.164, 0.023]",0.593,-1.613,0.113
norefined,k2,-0.034,"[-0.533, 0.465]",0.499,-0.114,0.910
norefined,k3,0.774,"[-0.014, 1.562]",0.788,1.647,0.106
norefined,k4,0.712,"[-0.006, 1.431]",0.719,1.662,0.103
norefined,k5,0.104,"[-0.36, 0.569]",0.464,0.377,0.708
refined,tt,-1.395,"[-2.016, -0.775]",0.621,-3.771,0.000
refined,c,-7.892,"[-11.299, -4.486]",3.406,-3.886,0.000
refined,s,-3.601,"[-5.049, -2.153]",1.448,-4.171,0.000
refined,k0,-0.474,"[-1.017, 0.07]",0.543,-1.462,0.150
refined,k1,0.091,"[-0.315, 0.498]",0.406,0.376,0.709
refined,k2,-0.379,"[-0.952, 0.193]",0.572,-1.112,0.272
refined,k3,0.137,"[-0.509, 0.783]",0.646,0.356,0.723
refined,k4,0.402,"[-0.201, 1.005]",0.603,1.117,0.269
refined,k5,-0.201,"[-0.595, 0.193]",0.394,-0.855,0.397
