stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,12.522,2.347,0.000,19,0,9,568071893.765,46298925.799
refined,62.401,2.347,0.000,19,0,9,568071893.765,9938056.732
