stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-1.044,-5.411,-3.029,-0.068,-0.380,0.117,1.769,1.545,1.931,243406276.031,0.193
norefined,2,-1.031,-5.480,-3.160,-0.310,-0.532,-0.000,1.561,1.402,1.668,150986544.131,0.188
norefined,3,-1.035,-5.561,-3.239,-0.509,-0.688,-0.111,1.369,1.248,1.352,104480190.143,0.186
norefined,4,-0.799,-5.704,-3.196,-0.538,-0.818,-0.170,1.249,1.107,1.011,71646026.952,0.140
norefined,5,-0.844,-5.813,-3.059,-0.525,-0.903,-0.266,1.148,1.042,0.579,46298925.799,0.145
norefined,6,-0.729,-5.965,-2.872,-0.383,-0.876,-0.279,1.079,1.007,0.190,57115738.072,0.122
norefined,7,-1.173,-5.857,-2.976,-0.519,-0.839,-0.215,1.069,0.999,0.265,50339295.919,0.200
norefined,8,-0.764,-6.011,-2.854,-0.384,-0.837,-0.189,1.035,0.958,0.116,53236810.412,0.127
norefined,9,-1.203,-5.900,-2.964,-0.518,-0.795,-0.122,1.025,0.951,0.206,48411082.372,0.204
norefined,10,-0.794,-6.052,-2.846,-0.377,-0.800,-0.106,0.989,0.916,0.055,50211857.613,0.131
refined,11,-0.844,-5.813,-3.059,-0.525,-0.903,-0.266,1.148,1.042,0.579,46298925.799,0.145
refined,12,-1.574,-7.789,-4.135,0.983,-0.416,1.201,-0.192,0.074,-0.304,19308744.546,0.202
refined,13,-2.564,-12.087,-6.822,1.934,-0.371,1.866,-0.463,0.037,-0.475,14707673.716,0.212
refined,14,-3.453,-15.237,-9.444,3.310,-0.242,2.994,-0.950,-0.430,-0.973,13576698.512,0.227
refined,15,-3.872,-17.520,-10.606,3.867,0.024,3.310,-1.324,-0.561,-0.571,13222830.266,0.221
refined,16,-5.052,-22.280,-13.570,5.494,0.102,4.332,-2.241,-0.925,-0.435,12667131.108,0.227
refined,17,-10.026,-41.691,-26.220,12.028,1.107,8.144,-4.979,-2.255,-0.179,11474384.513,0.240
refined,18,-32.419,-124.898,-82.029,40.067,4.831,24.843,-16.442,-8.062,0.597,10834635.646,0.260
refined,19,-43.364,-163.987,-105.411,53.671,3.411,32.742,-23.074,-8.490,1.304,9938056.732,0.264
refined,20,-78.388,-298.089,-200.603,96.122,8.824,56.138,-31.031,-14.503,-4.739,14256914.454,0.263
