stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.722,"[-1.307, -0.137]",0.585,-2.096,0.045
norefined,c,-6.159,"[-10.163, -2.155]",4.004,-2.614,0.014
norefined,s,-2.884,"[-4.75, -1.017]",1.866,-2.626,0.014
norefined,k0,-0.442,"[-1.403, 0.52]",0.961,-0.781,0.441
norefined,k1,-0.776,"[-1.837, 0.285]",1.061,-1.242,0.224
norefined,k2,-0.185,"[-0.999, 0.63]",0.815,-0.385,0.703
norefined,k3,0.892,"[-0.028, 1.812]",0.920,1.648,0.110
norefined,k4,0.422,"[-0.458, 1.302]",0.880,0.815,0.422
norefined,k5,0.690,"[-0.137, 1.517]",0.827,1.417,0.167
refined,tt,-1.303,"[-1.974, -0.632]",0.671,-3.299,0.003
refined,c,-7.071,"[-10.653, -3.489]",3.582,-3.354,0.002
refined,s,-3.164,"[-4.742, -1.585]",1.578,-3.406,0.002
refined,k0,-0.372,"[-1.011, 0.268]",0.640,-0.987,0.332
refined,k1,0.081,"[-0.468, 0.63]",0.549,0.251,0.804
refined,k2,0.209,"[-0.412, 0.83]",0.621,0.571,0.572
refined,k3,0.074,"[-0.562, 0.709]",0.636,0.197,0.845
refined,k4,0.547,"[-0.149, 1.244]",0.696,1.336,0.192
refined,k5,-0.342,"[-0.819, 0.135]",0.477,-1.218,0.233
