attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.439,"[-3.952, 1.074]",2.513,-1.038,0.324,49,0.250,72053158.305,0.151,-1.000,-0.439,1,0,fn
c,-7.537,"[-20.158, 5.085]",12.621,-1.082,0.305,49,0.250,72053158.305,0.151,-6.000,-1.537,1,0,fn
s,-3.059,"[-8.554, 2.437]",5.496,-1.009,0.337,49,0.250,72053158.305,0.151,-3.000,-0.059,1,0,fn
k0,0.061,"[-2.613, 2.736]",2.675,0.042,0.968,49,0.250,72053158.305,0.151,0.000,0.061,0,0,fp
k1,-0.652,"[-4.64, 3.335]",3.988,-0.296,0.773,49,0.250,72053158.305,0.151,0.000,-0.652,0,0,fp
k2,-0.924,"[-4.066, 2.219]",3.142,-0.533,0.606,49,0.250,72053158.305,0.151,0.000,-0.924,0,0,fp
k3,-0.477,"[-4.878, 3.924]",4.401,-0.196,0.848,49,0.250,72053158.305,0.151,0.000,-0.477,0,0,fp
k4,-1.597,"[-5.582, 2.388]",3.985,-0.726,0.484,49,0.250,72053158.305,0.151,0.000,-1.597,0,0,fp
k5,-0.974,"[-3.772, 1.824]",2.798,-0.631,0.542,49,0.250,72053158.305,0.151,0.000,-0.974,0,0,fp
vot,0.191,,,,,49,0.250,72053158.305,0.151,0.167,0.024,0,0,fn
tt,-1.383,"[-2.599, -0.166]",1.217,-1.931,0.063,49,0.500,131507516.817,0.153,-1.000,-0.383,0,0,fn
c,-7.597,"[-14.059, -1.135]",6.462,-1.998,0.055,49,0.500,131507516.817,0.153,-6.000,-1.597,0,0,fn
s,-2.761,"[-5.091, -0.431]",2.330,-2.014,0.053,49,0.500,131507516.817,0.153,-3.000,0.239,0,0,fn
k0,0.400,"[-1.479, 2.279]",1.879,0.362,0.720,49,0.500,131507516.817,0.153,0.000,0.400,0,0,fp
k1,-1.060,"[-4.5, 2.381]",3.440,-0.523,0.605,49,0.500,131507516.817,0.153,0.000,-1.060,0,0,fp
k2,-1.370,"[-3.116, 0.377]",1.746,-1.333,0.193,49,0.500,131507516.817,0.153,0.000,-1.370,0,0,fp
k3,-0.776,"[-2.348, 0.797]",1.573,-0.838,0.409,49,0.500,131507516.817,0.153,0.000,-0.776,0,0,fp
k4,-1.751,"[-4.793, 1.291]",3.042,-0.978,0.336,49,0.500,131507516.817,0.153,0.000,-1.751,0,0,fp
k5,-0.887,"[-2.281, 0.508]",1.394,-1.081,0.289,49,0.500,131507516.817,0.153,0.000,-0.887,0,0,fp
vot,0.182,,,,,49,0.500,131507516.817,0.153,0.167,0.015,0,0,fn
tt,-0.811,"[-1.026, -0.596]",0.215,-6.331,0.000,49,0.750,60138476.578,0.092,-1.000,0.189,0,0,fn
c,-4.464,"[-5.601, -3.328]",1.137,-6.588,0.000,49,0.750,60138476.578,0.092,-6.000,1.536,0,0,fn
s,-2.660,"[-3.364, -1.956]",0.704,-6.337,0.000,49,0.750,60138476.578,0.092,-3.000,0.340,0,0,fn
k0,-0.117,"[-0.446, 0.213]",0.329,-0.594,0.555,49,0.750,60138476.578,0.092,0.000,-0.117,0,0,fp
k1,-0.202,"[-0.636, 0.232]",0.434,-0.782,0.438,49,0.750,60138476.578,0.092,0.000,-0.202,0,0,fp
k2,0.073,"[-0.256, 0.402]",0.329,0.370,0.713,49,0.750,60138476.578,0.092,0.000,0.073,0,0,fp
k3,0.075,"[-0.4, 0.55]",0.475,0.263,0.793,49,0.750,60138476.578,0.092,0.000,0.075,0,0,fp
k4,-0.121,"[-0.44, 0.198]",0.319,-0.636,0.528,49,0.750,60138476.578,0.092,0.000,-0.121,0,0,fp
k5,0.210,"[-0.05, 0.47]",0.260,1.354,0.182,49,0.750,60138476.578,0.092,0.000,0.210,0,0,fp
vot,0.182,,,,,49,0.750,60138476.578,0.092,0.167,0.015,0,0,fn
