stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,27.949,1.857,0.000,0,9,1272174416.683,131507516.817,38
refined,27.949,1.857,0.000,0,9,1272174416.683,131507516.817,38
