attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.407,"[-2.103, -0.711]",0.696,-3.371,0.001,66,0.150,189395147.221,0.141,-1.000,-0.407,0,0,fn
c,-8.457,"[-12.374, -4.539]",3.917,-3.601,0.001,66,0.150,189395147.221,0.141,-6.000,-2.457,0,0,fn
s,-4.716,"[-7.014, -2.418]",2.298,-3.423,0.001,66,0.150,189395147.221,0.141,-3.000,-1.716,0,0,fn
k0,0.781,"[-0.447, 2.01]",1.229,1.061,0.293,66,0.150,189395147.221,0.141,0.000,0.781,0,0,fp
k1,-0.221,"[-0.996, 0.553]",0.774,-0.477,0.635,66,0.150,189395147.221,0.141,0.000,-0.221,0,0,fp
k2,0.152,"[-0.625, 0.928]",0.777,0.326,0.745,66,0.150,189395147.221,0.141,0.000,0.152,0,0,fp
k3,0.031,"[-0.617, 0.678]",0.648,0.079,0.937,66,0.150,189395147.221,0.141,0.000,0.031,0,0,fp
k4,0.359,"[-0.325, 1.044]",0.684,0.876,0.384,66,0.150,189395147.221,0.141,0.000,0.359,0,0,fp
k5,-0.353,"[-1.114, 0.409]",0.761,-0.773,0.442,66,0.150,189395147.221,0.141,0.000,-0.353,0,0,fp
vot,0.166,,,,,66,0.150,189395147.221,0.141,0.167,-0.000,0,0,fn
tt,-1.058,"[-1.559, -0.556]",0.502,-3.517,0.001,66,0.200,273132039.683,0.163,-1.000,-0.058,0,0,fn
c,-5.583,"[-8.165, -3.001]",2.582,-3.607,0.001,66,0.200,273132039.683,0.163,-6.000,0.417,0,0,fn
s,-2.995,"[-4.453, -1.537]",1.458,-3.426,0.001,66,0.200,273132039.683,0.163,-3.000,0.005,0,0,fn
k0,1.292,"[0.321, 2.263]",0.971,2.219,0.030,66,0.200,273132039.683,0.163,0.000,1.292,0,1,fp
k1,0.398,"[-0.272, 1.067]",0.670,0.991,0.325,66,0.200,273132039.683,0.163,0.000,0.398,0,0,fp
k2,0.142,"[-0.499, 0.784]",0.642,0.370,0.712,66,0.200,273132039.683,0.163,0.000,0.142,0,0,fp
k3,0.077,"[-0.395, 0.549]",0.472,0.271,0.787,66,0.200,273132039.683,0.163,0.000,0.077,0,0,fp
k4,0.163,"[-0.343, 0.669]",0.506,0.537,0.593,66,0.200,273132039.683,0.163,0.000,0.163,0,0,fp
k5,-0.757,"[-1.377, -0.137]",0.620,-2.038,0.046,66,0.200,273132039.683,0.163,0.000,-0.757,0,1,fp
vot,0.189,,,,,66,0.200,273132039.683,0.163,0.167,0.023,0,0,fn
tt,-0.871,"[-1.572, -0.171]",0.700,-2.076,0.042,66,0.250,644403800.118,0.260,-1.000,0.129,0,0,fn
c,-4.515,"[-7.992, -1.038]",3.477,-2.166,0.034,66,0.250,644403800.118,0.260,-6.000,1.485,0,0,fn
s,-3.042,"[-5.347, -0.736]",2.305,-2.201,0.031,66,0.250,644403800.118,0.260,-3.000,-0.042,0,0,fn
k0,0.680,"[-0.76, 2.12]",1.440,0.787,0.434,66,0.250,644403800.118,0.260,0.000,0.680,0,0,fp
k1,0.301,"[-0.744, 1.345]",1.045,0.480,0.633,66,0.250,644403800.118,0.260,0.000,0.301,0,0,fp
k2,-0.030,"[-1.067, 1.008]",1.038,-0.048,0.962,66,0.250,644403800.118,0.260,0.000,-0.030,0,0,fp
k3,0.029,"[-0.727, 0.786]",0.757,0.064,0.949,66,0.250,644403800.118,0.260,0.000,0.029,0,0,fp
k4,-0.162,"[-0.915, 0.591]",0.753,-0.359,0.720,66,0.250,644403800.118,0.260,0.000,-0.162,0,0,fp
k5,-0.582,"[-1.553, 0.388]",0.971,-1.001,0.321,66,0.250,644403800.118,0.260,0.000,-0.582,0,0,fp
vot,0.193,,,,,66,0.250,644403800.118,0.260,0.167,0.026,0,0,fn
