stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,14.422,1.727,0.000,0,9,4206813388.122,1432204362.002,76
refined,18.255,1.727,0.000,0,9,4206813388.122,1218583311.928,76
