stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-1.096,-4.609,-2.335,0.073,-1.346,0.304,-1.027,-1.114,-0.952,1095475684.742,1584,0,0,0.238
norefined,2,-0.633,-4.660,-2.480,0.049,-1.339,0.299,-0.925,-1.077,-0.973,856967411.397,1584,0,0,0.136
norefined,3,-1.086,-4.575,-2.618,0.076,-1.246,0.251,-0.876,-1.008,-0.958,968004531.690,1584,0,0,0.237
norefined,4,-0.621,-4.627,-2.748,0.041,-1.231,0.252,-0.773,-0.966,-0.978,820385170.779,1584,0,0,0.134
norefined,5,-1.110,-4.569,-2.772,0.067,-1.180,0.211,-0.779,-0.928,-0.953,923857022.930,1584,0,0,0.243
norefined,6,-0.643,-4.624,-2.893,0.029,-1.162,0.214,-0.679,-0.885,-0.973,797617375.901,1584,0,0,0.139
norefined,7,-1.134,-4.575,-2.883,0.055,-1.121,0.176,-0.698,-0.855,-0.942,896014565.451,1584,0,0,0.248
norefined,8,-0.664,-4.634,-2.997,0.016,-1.103,0.181,-0.604,-0.813,-0.961,782048796.969,1584,0,0,0.143
norefined,9,-1.156,-4.591,-2.968,0.042,-1.068,0.146,-0.631,-0.787,-0.926,876729039.868,1584,0,0,0.252
norefined,10,-0.683,-4.653,-3.075,0.003,-1.051,0.152,-0.543,-0.746,-0.943,770796388.995,1584,0,0,0.147
refined,11,-0.683,-4.653,-3.075,0.003,-1.051,0.152,-0.543,-0.746,-0.943,770796388.995,1584,0,0,0.147
refined,12,-0.741,-3.734,-1.948,0.248,0.264,-0.434,0.437,0.650,0.244,850010426.988,1584,0,0,0.198
refined,13,-0.675,-4.013,-2.321,0.267,0.370,-0.354,0.082,-0.401,-0.070,605024260.126,1584,0,0,0.168
refined,14,-0.878,-5.391,-2.955,0.180,0.687,-0.720,0.125,-0.707,0.095,589575018.747,1584,0,0,0.163
refined,15,-0.791,-5.030,-2.611,0.206,0.871,-0.871,0.185,-0.686,0.132,588043521.116,1584,0,0,0.157
refined,16,-0.931,-5.975,-3.086,0.193,1.080,-1.010,0.167,-0.965,0.137,587546750.401,1584,0,0,0.156
refined,17,-0.789,-5.023,-2.573,0.264,0.924,-0.866,0.195,-0.659,0.110,589528169.859,1584,0,0,0.157
refined,18,-0.968,-6.257,-3.203,0.204,1.170,-1.060,0.166,-1.074,0.130,588231147.791,1584,0,0,0.155
refined,19,-0.749,-4.750,-2.425,0.290,0.878,-0.820,0.203,-0.569,0.097,593867232.983,1584,0,0,0.158
refined,20,-0.982,-6.330,-3.250,0.207,1.167,-1.055,0.161,-1.087,0.118,588679309.920,1584,0,0,0.155
