stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,9.042,2.347,0.001,0,9,957219036.238,104757872.400,19
refined,55.960,2.347,0.000,0,9,957219036.238,18636064.367,19
