stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,0.974,-7.465,-1.444,-1.354,-0.520,1.045,0.096,1.833,-0.193,1989663003.589,1584,0,0,-0.131
norefined,2,0.506,-7.516,-1.498,-1.405,-0.521,0.992,0.061,1.714,-0.255,1244989259.479,1584,0,0,-0.067
norefined,3,0.032,-7.550,-1.560,-1.452,-0.554,0.931,0.044,1.612,-0.309,589504373.577,1584,0,0,-0.004
norefined,4,-0.454,-7.555,-1.597,-1.474,-0.555,0.849,0.013,1.563,-0.346,331682351.302,1584,0,0,0.060
norefined,5,-0.927,-7.538,-1.654,-1.393,-0.504,0.748,0.015,1.521,-0.297,235956189.542,1584,0,0,0.123
norefined,6,-1.327,-7.504,-1.713,-1.231,-0.444,0.674,0.035,1.400,-0.111,146087642.469,1584,0,0,0.177
norefined,7,-1.708,-7.456,-1.765,-1.067,-0.377,0.657,0.133,1.254,0.084,117843085.690,1584,0,0,0.229
norefined,8,-1.290,-7.513,-1.949,-1.140,-0.352,0.560,0.045,1.248,-0.041,127625541.257,1584,0,0,0.172
norefined,9,-1.641,-7.462,-2.009,-0.955,-0.296,0.550,0.160,1.096,0.175,104757872.400,1584,0,0,0.220
norefined,10,-1.212,-7.504,-2.178,-1.019,-0.280,0.482,0.061,1.137,0.051,110628536.001,1584,0,0,0.162
refined,11,-1.641,-7.462,-2.009,-0.955,-0.296,0.550,0.160,1.096,0.175,104757872.400,1584,0,0,0.220
refined,12,-0.161,-0.615,-2.712,2.620,-0.030,-0.285,-0.639,-1.105,-1.694,405166074.112,1584,0,0,0.262
refined,13,-0.520,-3.208,-2.889,0.664,-0.082,1.138,0.301,-1.022,-0.738,52585852.412,1584,0,0,0.162
refined,14,-0.873,-4.327,-2.512,0.013,0.465,0.484,-0.053,0.034,-0.337,24052938.683,1584,0,0,0.202
refined,15,-0.863,-4.441,-2.758,0.138,0.232,0.595,0.103,-0.157,-0.460,18897038.284,1584,0,0,0.194
refined,16,-0.946,-4.881,-2.951,0.198,0.273,0.588,0.042,-0.158,-0.492,18668202.500,1584,0,0,0.194
refined,17,-0.965,-4.999,-2.993,0.247,0.258,0.572,0.024,-0.148,-0.518,18641538.457,1584,0,0,0.193
refined,18,-0.974,-5.056,-3.013,0.269,0.253,0.563,0.015,-0.145,-0.529,18637005.439,1584,0,0,0.193
refined,19,-0.978,-5.079,-3.021,0.279,0.251,0.559,0.012,-0.143,-0.535,18636204.935,1584,0,0,0.193
refined,20,-0.980,-5.089,-3.025,0.283,0.250,0.557,0.010,-0.143,-0.537,18636064.367,1584,0,0,0.193
