stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,29.418,1.727,0.000,0,9,3463083743.846,699371572.218,76
refined,38.766,1.727,0.000,0,9,3463083743.846,557901096.310,76
