stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,116.223,2.023,0.000,0,9,3080823713.116,185456487.937,76
refined,272.831,2.023,0.000,0,9,3080823713.116,81830187.749,76
