stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.771,"[-1.499, -0.042]",0.728,-2.112,0.038
norefined,c,-3.922,"[-7.342, -0.502]",3.420,-2.289,0.025
norefined,s,-2.296,"[-4.366, -0.225]",2.071,-2.213,0.030
norefined,k0,1.370,"[-0.116, 2.857]",1.486,1.841,0.070
norefined,k1,0.006,"[-1.271, 1.283]",1.277,0.010,0.992
norefined,k2,-0.469,"[-1.452, 0.515]",0.983,-0.951,0.345
norefined,k3,-0.798,"[-1.922, 0.327]",1.125,-1.416,0.162
norefined,k4,0.189,"[-0.923, 1.3]",1.112,0.339,0.736
norefined,k5,1.410,"[-0.159, 2.979]",1.569,1.793,0.077
refined,tt,-0.771,"[-1.499, -0.042]",0.728,-2.112,0.038
refined,c,-3.922,"[-7.342, -0.502]",3.420,-2.289,0.025
refined,s,-2.296,"[-4.366, -0.225]",2.071,-2.213,0.030
refined,k0,1.370,"[-0.116, 2.857]",1.486,1.841,0.070
refined,k1,0.006,"[-1.271, 1.283]",1.277,0.010,0.992
refined,k2,-0.469,"[-1.452, 0.515]",0.983,-0.951,0.345
refined,k3,-0.798,"[-1.922, 0.327]",1.125,-1.416,0.162
refined,k4,0.189,"[-0.923, 1.3]",1.112,0.339,0.736
refined,k5,1.410,"[-0.159, 2.979]",1.569,1.793,0.077
