stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-1.300,-6.512,-2.747,-1.191,1.103,1.512,-1.751,0.176,-0.275,641253073.192,0.200
norefined,2,-1.450,-6.499,-3.000,-1.116,0.827,1.309,-1.572,0.267,-0.294,531246941.635,0.223
norefined,3,-1.052,-6.545,-3.193,-1.064,0.655,1.206,-1.501,0.310,-0.345,446305779.777,0.161
norefined,4,-1.252,-6.522,-3.376,-0.957,0.410,1.023,-1.252,0.401,-0.353,350076836.649,0.192
norefined,5,-0.967,-6.555,-3.518,-0.859,0.199,0.886,-0.997,0.454,-0.434,306509736.417,0.148
norefined,6,-1.427,-6.514,-3.511,-0.782,0.116,0.826,-0.858,0.484,-0.419,319387651.094,0.219
norefined,7,-0.945,-6.572,-3.599,-0.767,0.066,0.790,-0.839,0.476,-0.466,286888551.499,0.144
norefined,8,-1.422,-6.533,-3.564,-0.712,0.012,0.748,-0.731,0.493,-0.442,294429016.598,0.218
norefined,9,-0.937,-6.594,-3.644,-0.700,-0.027,0.715,-0.723,0.481,-0.487,274032685.082,0.142
norefined,10,-1.418,-6.555,-3.599,-0.656,-0.069,0.680,-0.627,0.493,-0.460,277513768.653,0.216
refined,11,-0.937,-6.594,-3.644,-0.700,-0.027,0.715,-0.723,0.481,-0.487,274032685.082,0.142
refined,12,-0.971,-5.687,-3.097,0.047,-0.388,-0.550,0.574,-0.030,-0.062,178072977.475,0.171
refined,13,-0.868,-5.509,-2.801,0.301,-0.229,-0.188,0.076,-0.154,0.367,143479886.721,0.158
refined,14,-0.897,-5.664,-2.938,0.321,-0.258,-0.260,0.118,-0.113,0.295,142497025.475,0.158
refined,15,-0.888,-5.617,-2.912,0.291,-0.261,-0.235,0.114,-0.110,0.281,142471097.908,0.158
refined,16,-0.897,-5.669,-2.940,0.298,-0.258,-0.245,0.117,-0.111,0.285,142467064.007,0.158
refined,17,-0.894,-5.652,-2.932,0.293,-0.259,-0.241,0.117,-0.111,0.282,142466302.557,0.158
refined,18,-0.896,-5.664,-2.938,0.294,-0.258,-0.243,0.117,-0.112,0.283,142466133.284,0.158
refined,19,-0.895,-5.659,-2.935,0.293,-0.258,-0.242,0.117,-0.112,0.282,142466094.782,0.158
refined,20,-0.896,-5.662,-2.937,0.294,-0.258,-0.242,0.117,-0.112,0.283,142466085.632,0.158
