stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,115.527,2.023,0.000,76,0,9,2888005460.603,174833632.413
refined,248.629,2.023,0.000,76,0,9,2888005460.603,83958660.911
