stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,109.970,2.023,0.000,76,0,9,2904133220.258,184130544.440
refined,219.752,2.023,0.000,76,0,9,2904133220.258,95158483.803
