stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.133,"[-2.853, 0.587]",1.720,-1.315,0.193
norefined,c,-7.369,"[-18.418, 3.68]",11.049,-1.331,0.188
norefined,s,-2.983,"[-6.786, 0.819]",3.802,-1.566,0.122
norefined,k0,1.102,"[-1.858, 4.062]",2.960,0.743,0.460
norefined,k1,0.766,"[-1.774, 3.306]",2.540,0.602,0.549
norefined,k2,1.714,"[-1.386, 4.814]",3.100,1.103,0.274
norefined,k3,0.136,"[-1.567, 1.839]",1.703,0.159,0.874
norefined,k4,-1.027,"[-4.243, 2.189]",3.216,-0.637,0.526
norefined,k5,-0.118,"[-1.916, 1.681]",1.798,-0.130,0.897
refined,tt,-0.146,"[-0.206, -0.085]",0.061,-4.796,0.000
refined,c,-1.200,"[-1.608, -0.792]",0.408,-5.865,0.000
refined,s,-0.774,"[-1.053, -0.496]",0.278,-5.560,0.000
refined,k0,0.268,"[-0.037, 0.574]",0.306,1.753,0.084
refined,k1,0.320,"[0.045, 0.596]",0.276,2.320,0.023
refined,k2,0.070,"[-0.276, 0.415]",0.346,0.403,0.688
refined,k3,0.163,"[-0.07, 0.397]",0.233,1.398,0.167
refined,k4,0.264,"[-0.103, 0.63]",0.367,1.435,0.156
refined,k5,-0.002,"[-0.279, 0.275]",0.277,-0.012,0.990
