stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.313,-6.592,-3.989,-0.167,-1.829,-0.339,-0.548,-0.759,-1.191,1164372157.546,0.048
norefined,2,-0.803,-6.622,-3.910,-0.147,-1.795,-0.354,-0.543,-0.729,-1.181,713296292.108,0.121
norefined,3,-1.267,-6.620,-3.871,-0.029,-1.690,-0.353,-0.556,-0.668,-1.111,550324716.981,0.191
norefined,4,-1.365,-6.675,-3.861,0.274,-1.383,-0.394,-0.592,-0.509,-0.959,462156948.154,0.205
norefined,5,-1.015,-6.724,-3.938,0.483,-1.159,-0.403,-0.624,-0.416,-0.834,428305946.847,0.151
norefined,6,-1.480,-6.667,-3.955,0.557,-1.064,-0.379,-0.608,-0.344,-0.735,425139889.999,0.222
norefined,7,-1.010,-6.704,-4.057,0.633,-0.981,-0.363,-0.627,-0.337,-0.671,397597376.452,0.151
norefined,8,-1.497,-6.654,-4.038,0.659,-0.929,-0.347,-0.605,-0.287,-0.610,402774913.705,0.225
norefined,9,-1.024,-6.689,-4.141,0.728,-0.858,-0.324,-0.620,-0.290,-0.544,377838447.202,0.153
norefined,10,-1.515,-6.647,-4.101,0.735,-0.823,-0.314,-0.599,-0.248,-0.501,388593321.689,0.228
refined,11,-1.024,-6.689,-4.141,0.728,-0.858,-0.324,-0.620,-0.290,-0.544,377838447.202,0.153
refined,12,-0.555,-2.500,-1.067,0.215,0.612,0.302,0.563,0.647,0.351,990577167.023,0.222
refined,13,0.037,-0.794,-0.410,0.059,-0.306,-0.170,-0.097,-0.067,-0.349,1510340320.090,-0.046
refined,14,-0.205,-1.132,-0.778,0.315,-0.003,-0.059,0.348,0.152,-0.099,268588442.300,0.181
refined,15,-0.232,-1.618,-0.835,0.207,0.068,0.029,0.253,0.254,-0.169,211600152.816,0.143
refined,16,-0.251,-1.758,-0.894,0.205,0.075,0.028,0.252,0.257,-0.172,209102157.348,0.143
refined,17,-0.256,-1.787,-0.910,0.208,0.073,0.025,0.254,0.254,-0.174,208968027.281,0.143
refined,18,-0.257,-1.794,-0.914,0.209,0.073,0.025,0.255,0.253,-0.175,208960965.653,0.143
refined,19,-0.258,-1.795,-0.915,0.209,0.072,0.024,0.255,0.253,-0.175,208960600.238,0.143
refined,20,-0.258,-1.795,-0.915,0.209,0.072,0.024,0.255,0.253,-0.175,208960581.428,0.143
