stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,49.478,1.857,0.000,38,0,9,1781240956.784,108909375.578
refined,142.131,1.857,0.000,38,0,9,1781240956.784,39486953.315
