stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,22.875,2.023,0.000,76,0,9,2104861485.944,516816015.834
refined,62.768,2.023,0.000,76,0,9,2104861485.944,223172830.307
