stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.614,"[-1.623, 0.394]",1.008,-1.104,0.295
norefined,c,-6.204,"[-12.959, 0.551]",6.755,-1.665,0.127
norefined,s,-3.258,"[-8.079, 1.564]",4.822,-1.225,0.249
norefined,k0,1.100,"[-2.791, 4.99]",3.890,0.512,0.620
norefined,k1,1.215,"[-1.934, 4.364]",3.149,0.699,0.500
norefined,k2,-0.650,"[-3.489, 2.188]",2.839,-0.415,0.687
norefined,k3,0.040,"[-1.656, 1.735]",1.695,0.043,0.967
norefined,k4,-1.626,"[-3.915, 0.663]",2.289,-1.287,0.227
norefined,k5,-1.337,"[-5.212, 2.538]",3.875,-0.626,0.546
refined,tt,-1.706,"[-3.531, 0.119]",1.825,-1.694,0.121
refined,c,-12.362,"[-26.194, 1.47]",13.832,-1.620,0.136
refined,s,-4.866,"[-9.898, 0.167]",5.033,-1.752,0.110
refined,k0,-1.439,"[-2.947, 0.07]",1.509,-1.728,0.115
refined,k1,0.753,"[-1.26, 2.767]",2.014,0.678,0.513
refined,k2,-0.479,"[-3.675, 2.717]",3.196,-0.272,0.791
refined,k3,0.307,"[-0.829, 1.442]",1.136,0.489,0.635
refined,k4,0.594,"[-0.889, 2.078]",1.484,0.726,0.484
refined,k5,1.604,"[-5.886, 9.094]",7.490,0.388,0.706
