stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.180,"[-2.357, -0.002]",1.178,-1.671,0.099
norefined,c,-7.099,"[-14.192, -0.005]",7.093,-1.669,0.100
norefined,s,-2.812,"[-5.527, -0.097]",2.715,-1.727,0.089
norefined,k0,0.200,"[-1.031, 1.43]",1.230,0.271,0.787
norefined,k1,-0.628,"[-1.842, 0.585]",1.213,-0.864,0.391
norefined,k2,-0.774,"[-1.938, 0.389]",1.163,-1.110,0.271
norefined,k3,-0.244,"[-1.11, 0.622]",0.866,-0.470,0.640
norefined,k4,-0.089,"[-1.282, 1.105]",1.194,-0.124,0.902
norefined,k5,-0.043,"[-1.425, 1.34]",1.382,-0.052,0.959
refined,tt,-1.447,"[-2.917, 0.023]",1.470,-1.642,0.105
refined,c,-8.955,"[-17.656, -0.254]",8.701,-1.717,0.091
refined,s,-4.178,"[-8.113, -0.243]",3.935,-1.771,0.081
refined,k0,-0.111,"[-1.474, 1.251]",1.363,-0.136,0.892
refined,k1,0.472,"[-1.007, 1.952]",1.479,0.532,0.596
refined,k2,-0.356,"[-1.25, 0.537]",0.894,-0.665,0.508
refined,k3,0.241,"[-0.598, 1.08]",0.839,0.478,0.634
refined,k4,0.237,"[-0.949, 1.422]",1.186,0.333,0.740
refined,k5,-0.078,"[-1.311, 1.155]",1.233,-0.105,0.916
