stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.821,"[-1.382, -0.26]",0.561,-2.441,0.017
norefined,c,-6.318,"[-10.285, -2.352]",3.967,-2.657,0.010
norefined,s,-2.288,"[-3.648, -0.929]",1.360,-2.807,0.007
norefined,k0,-0.136,"[-0.983, 0.712]",0.847,-0.267,0.790
norefined,k1,-0.363,"[-1.554, 0.828]",1.191,-0.509,0.613
norefined,k2,0.613,"[-0.345, 1.572]",0.959,1.067,0.290
norefined,k3,0.110,"[-0.891, 1.11]",1.000,0.183,0.856
norefined,k4,-0.384,"[-1.296, 0.528]",0.912,-0.702,0.485
norefined,k5,-0.034,"[-0.778, 0.71]",0.744,-0.076,0.939
refined,tt,-1.678,"[-2.908, -0.448]",1.230,-2.276,0.026
refined,c,-8.140,"[-13.568, -2.711]",5.428,-2.501,0.015
refined,s,-4.866,"[-8.466, -1.267]",3.600,-2.255,0.027
refined,k0,-1.199,"[-2.523, 0.125]",1.324,-1.510,0.136
refined,k1,0.386,"[-1.219, 1.991]",1.605,0.401,0.689
refined,k2,0.434,"[-0.743, 1.61]",1.176,0.615,0.541
refined,k3,-0.549,"[-1.984, 0.886]",1.435,-0.638,0.526
refined,k4,-0.860,"[-2.296, 0.576]",1.436,-0.999,0.321
refined,k5,0.174,"[-0.6, 0.947]",0.774,0.374,0.709
