stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.151,"[-2.105, -0.197]",0.954,-2.012,0.048
norefined,c,-6.199,"[-11.51, -0.887]",5.311,-1.947,0.056
norefined,s,-2.429,"[-4.341, -0.516]",1.912,-2.118,0.038
norefined,k0,0.247,"[-0.708, 1.201]",0.955,0.431,0.668
norefined,k1,-0.565,"[-2.005, 0.875]",1.440,-0.654,0.515
norefined,k2,0.810,"[-0.254, 1.874]",1.064,1.269,0.209
norefined,k3,0.316,"[-0.962, 1.594]",1.278,0.412,0.682
norefined,k4,-0.354,"[-1.311, 0.602]",0.957,-0.618,0.539
norefined,k5,-0.060,"[-0.803, 0.684]",0.744,-0.133,0.894
refined,tt,-1.817,"[-3.413, -0.221]",1.596,-1.899,0.062
refined,c,-11.292,"[-21.192, -1.392]",9.900,-1.902,0.061
refined,s,-5.502,"[-10.147, -0.856]",4.645,-1.975,0.052
refined,k0,-0.561,"[-2.302, 1.179]",1.740,-0.538,0.593
refined,k1,-2.480,"[-5.096, 0.137]",2.616,-1.581,0.119
refined,k2,2.621,"[-0.096, 5.338]",2.717,1.609,0.112
refined,k3,2.396,"[0.092, 4.701]",2.304,1.734,0.087
refined,k4,0.918,"[-0.428, 2.264]",1.346,1.137,0.260
refined,k5,0.806,"[-0.337, 1.949]",1.143,1.177,0.244
