attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.766,"[-1.052, -0.48]",0.286,-4.463,0.000,17,0.150,198199322.797,0.149,-1.000,0.234,0,0,fn
c,-4.396,"[-6.046, -2.746]",1.650,-4.445,0.000,17,0.150,198199322.797,0.149,-6.000,1.604,0,0,fn
s,-2.356,"[-3.168, -1.544]",0.812,-4.840,0.000,17,0.150,198199322.797,0.149,-3.000,0.644,0,0,fn
k0,-0.436,"[-0.948, 0.076]",0.512,-1.421,0.160,17,0.150,198199322.797,0.149,0.000,-0.436,0,0,fp
k1,0.108,"[-0.486, 0.702]",0.594,0.303,0.763,17,0.150,198199322.797,0.149,0.000,0.108,0,0,fp
k2,0.534,"[0.049, 1.019]",0.485,1.837,0.071,17,0.150,198199322.797,0.149,0.000,0.534,0,1,fp
k3,0.412,"[-0.143, 0.966]",0.554,1.239,0.220,17,0.150,198199322.797,0.149,0.000,0.412,0,0,fp
k4,0.501,"[0.03, 0.972]",0.471,1.772,0.081,17,0.150,198199322.797,0.149,0.000,0.501,0,1,fp
k5,-0.559,"[-0.997, -0.122]",0.437,-2.131,0.037,17,0.150,198199322.797,0.149,0.000,-0.559,0,1,fp
vot,0.174,,,,,17,0.150,198199322.797,0.149,0.167,0.008,0,0,fn
tt,-1.678,"[-2.908, -0.448]",1.230,-2.276,0.026,17,0.200,317712046.230,0.182,-1.000,-0.678,0,0,fn
c,-8.140,"[-13.568, -2.711]",5.428,-2.501,0.015,17,0.200,317712046.230,0.182,-6.000,-2.140,0,0,fn
s,-4.866,"[-8.466, -1.267]",3.600,-2.255,0.027,17,0.200,317712046.230,0.182,-3.000,-1.866,0,0,fn
k0,-1.199,"[-2.523, 0.125]",1.324,-1.510,0.136,17,0.200,317712046.230,0.182,0.000,-1.199,0,0,fp
k1,0.386,"[-1.219, 1.991]",1.605,0.401,0.689,17,0.200,317712046.230,0.182,0.000,0.386,0,0,fp
k2,0.434,"[-0.743, 1.61]",1.176,0.615,0.541,17,0.200,317712046.230,0.182,0.000,0.434,0,0,fp
k3,-0.549,"[-1.984, 0.886]",1.435,-0.638,0.526,17,0.200,317712046.230,0.182,0.000,-0.549,0,0,fp
k4,-0.860,"[-2.296, 0.576]",1.436,-0.999,0.321,17,0.200,317712046.230,0.182,0.000,-0.860,0,0,fp
k5,0.174,"[-0.6, 0.947]",0.774,0.374,0.709,17,0.200,317712046.230,0.182,0.000,0.174,0,0,fp
vot,0.206,,,,,17,0.200,317712046.230,0.182,0.167,0.039,0,0,fn
tt,-1.817,"[-3.413, -0.221]",1.596,-1.899,0.062,17,0.250,412621300.468,0.208,-1.000,-0.817,0,0,fn
c,-11.292,"[-21.192, -1.392]",9.900,-1.902,0.061,17,0.250,412621300.468,0.208,-6.000,-5.292,0,0,fn
s,-5.502,"[-10.147, -0.856]",4.645,-1.975,0.052,17,0.250,412621300.468,0.208,-3.000,-2.502,0,0,fn
k0,-0.561,"[-2.302, 1.179]",1.740,-0.538,0.593,17,0.250,412621300.468,0.208,0.000,-0.561,0,0,fp
k1,-2.480,"[-5.096, 0.137]",2.616,-1.581,0.119,17,0.250,412621300.468,0.208,0.000,-2.480,0,0,fp
k2,2.621,"[-0.096, 5.338]",2.717,1.609,0.112,17,0.250,412621300.468,0.208,0.000,2.621,0,0,fp
k3,2.396,"[0.092, 4.701]",2.304,1.734,0.087,17,0.250,412621300.468,0.208,0.000,2.396,0,1,fp
k4,0.918,"[-0.428, 2.264]",1.346,1.137,0.260,17,0.250,412621300.468,0.208,0.000,0.918,0,0,fp
k5,0.806,"[-0.337, 1.949]",1.143,1.177,0.244,17,0.250,412621300.468,0.208,0.000,0.806,0,0,fp
vot,0.161,,,,,17,0.250,412621300.468,0.208,0.167,-0.006,0,0,fn
