attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.768,"[-1.063, -0.472]",0.295,-4.338,0.000,10.003,ngd,44,195567795.586,0.144,-1.000,0.232,0,0,fn
c,-5.756,"[-7.739, -3.773]",1.983,-4.841,0.000,10.003,ngd,44,195567795.586,0.144,-6.000,0.244,0,0,fn
s,-2.351,"[-3.278, -1.423]",0.927,-4.228,0.000,10.003,ngd,44,195567795.586,0.144,-3.000,0.649,0,0,fn
k0,-0.117,"[-1.164, 0.93]",1.047,-0.186,0.853,10.003,ngd,44,195567795.586,0.144,0.000,-0.117,0,0,fp
k1,-0.362,"[-0.998, 0.274]",0.636,-0.949,0.346,10.003,ngd,44,195567795.586,0.144,0.000,-0.362,0,0,fp
k2,-1.144,"[-1.885, -0.402]",0.742,-2.572,0.012,10.003,ngd,44,195567795.586,0.144,0.000,-1.144,0,1,fp
k3,0.212,"[-0.538, 0.961]",0.749,0.471,0.639,10.003,ngd,44,195567795.586,0.144,0.000,0.212,0,0,fp
k4,0.290,"[-0.582, 1.162]",0.872,0.555,0.581,10.003,ngd,44,195567795.586,0.144,0.000,0.290,0,0,fp
k5,0.617,"[-0.081, 1.315]",0.698,1.473,0.145,10.003,ngd,44,195567795.586,0.144,0.000,0.617,0,0,fp
vot,0.133,,,,,10.003,ngd,44,195567795.586,0.144,0.167,-0.033,0,0,fn
tt,-1.104,"[-2.477, 0.268]",1.373,-1.342,0.184,10.286,lm,44,1765072411.406,0.431,-1.000,-0.104,1,0,fn
c,-4.290,"[-9.763, 1.183]",5.473,-1.307,0.196,10.286,lm,44,1765072411.406,0.431,-6.000,1.710,1,0,fn
s,-3.391,"[-7.784, 1.001]",4.392,-1.288,0.202,10.286,lm,44,1765072411.406,0.431,-3.000,-0.391,1,0,fn
k0,0.162,"[-1.783, 2.108]",1.945,0.139,0.890,10.286,lm,44,1765072411.406,0.431,0.000,0.162,0,0,fp
k1,1.366,"[-0.93, 3.662]",2.296,0.992,0.325,10.286,lm,44,1765072411.406,0.431,0.000,1.366,0,0,fp
k2,-1.937,"[-4.982, 1.108]",3.045,-1.061,0.293,10.286,lm,44,1765072411.406,0.431,0.000,-1.937,0,0,fp
k3,0.874,"[-1.147, 2.895]",2.021,0.721,0.473,10.286,lm,44,1765072411.406,0.431,0.000,0.874,0,0,fp
k4,1.180,"[-0.961, 3.321]",2.141,0.919,0.361,10.286,lm,44,1765072411.406,0.431,0.000,1.180,0,0,fp
k5,1.977,"[-0.796, 4.75]",2.773,1.189,0.239,10.286,lm,44,1765072411.406,0.431,0.000,1.977,0,0,fp
vot,0.257,,,,,10.286,lm,44,1765072411.406,0.431,0.167,0.091,0,0,fn
tt,-0.525,"[-0.686, -0.365]",0.161,-5.455,0.000,20.494,ngd+lm,44,137623902.406,0.120,-1.000,0.475,0,0,fn
c,-4.013,"[-5.124, -2.903]",1.110,-6.028,0.000,20.494,ngd+lm,44,137623902.406,0.120,-6.000,1.987,0,0,fn
s,-1.524,"[-1.976, -1.071]",0.452,-5.617,0.000,20.494,ngd+lm,44,137623902.406,0.120,-3.000,1.476,0,0,fn
k0,-0.739,"[-1.31, -0.169]",0.570,-2.163,0.034,20.494,ngd+lm,44,137623902.406,0.120,0.000,-0.739,0,1,fp
k1,-0.559,"[-0.923, -0.195]",0.364,-2.562,0.013,20.494,ngd+lm,44,137623902.406,0.120,0.000,-0.559,0,1,fp
k2,-0.203,"[-0.662, 0.256]",0.459,-0.738,0.463,20.494,ngd+lm,44,137623902.406,0.120,0.000,-0.203,0,0,fp
k3,0.620,"[0.188, 1.053]",0.433,2.391,0.020,20.494,ngd+lm,44,137623902.406,0.120,0.000,0.620,0,1,fp
k4,0.414,"[-0.086, 0.914]",0.500,1.382,0.171,20.494,ngd+lm,44,137623902.406,0.120,0.000,0.414,0,0,fp
k5,0.260,"[-0.122, 0.641]",0.381,1.135,0.260,20.494,ngd+lm,44,137623902.406,0.120,0.000,0.260,0,0,fp
vot,0.131,,,,,20.494,ngd+lm,44,137623902.406,0.120,0.167,-0.036,0,0,fn
