stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-1.098,-6.148,-4.232,0.870,0.229,-0.118,-1.875,0.675,-1.119,206746626.543,1584,0,0,0.179
norefined,2,-1.439,-6.209,-4.222,0.772,0.113,-0.109,-1.711,0.469,-0.924,173154766.274,1584,0,0,0.232
norefined,3,-1.012,-6.296,-4.335,0.719,0.007,-0.079,-1.605,0.336,-0.864,164713049.947,1584,0,0,0.161
norefined,4,-1.454,-6.340,-4.244,0.657,-0.076,-0.094,-1.511,0.254,-0.731,143288902.400,1584,0,0,0.229
norefined,5,-0.995,-6.428,-4.325,0.635,-0.173,-0.071,-1.433,0.174,-0.692,143443266.201,1584,0,0,0.155
norefined,6,-1.457,-6.460,-4.217,0.588,-0.237,-0.092,-1.364,0.139,-0.590,127109239.007,1584,0,0,0.226
norefined,7,-0.987,-6.545,-4.285,0.577,-0.328,-0.069,-1.297,0.082,-0.565,130269653.084,1584,0,0,0.151
norefined,8,-1.461,-6.564,-4.176,0.542,-0.374,-0.095,-1.245,0.074,-0.484,117078934.627,1584,0,0,0.223
norefined,9,-0.986,-6.645,-4.239,0.534,-0.459,-0.069,-1.185,0.027,-0.468,121566532.889,1584,0,0,0.148
norefined,10,-1.467,-6.652,-4.134,0.509,-0.490,-0.099,-1.146,0.036,-0.403,110464038.866,1584,0,0,0.220
refined,11,-1.467,-6.652,-4.134,0.509,-0.490,-0.099,-1.146,0.036,-0.403,110464038.866,1584,0,0,0.220
refined,12,-1.078,-6.543,-3.192,0.126,-0.559,0.119,0.121,0.007,-0.185,79792759.391,1584,0,0,0.165
refined,13,-1.205,-6.778,-3.502,0.141,-0.638,-0.022,-0.111,0.015,-0.117,76240476.508,1584,0,0,0.178
refined,14,-1.230,-6.935,-3.580,0.152,-0.639,-0.053,-0.113,0.006,-0.117,76209103.316,1584,0,0,0.177
refined,15,-1.229,-6.925,-3.579,0.156,-0.650,-0.057,-0.120,0.004,-0.117,76207486.249,1584,0,0,0.177
refined,16,-1.231,-6.936,-3.585,0.157,-0.653,-0.057,-0.121,0.003,-0.118,76207346.866,1584,0,0,0.178
refined,17,-1.231,-6.934,-3.585,0.157,-0.654,-0.057,-0.121,0.003,-0.118,76207334.269,1584,0,0,0.178
refined,18,-1.231,-6.935,-3.585,0.157,-0.654,-0.057,-0.121,0.003,-0.118,76207333.109,1584,0,0,0.178
refined,19,-1.231,-6.935,-3.585,0.157,-0.654,-0.057,-0.121,0.003,-0.118,76207332.999,1584,0,0,0.178
refined,20,-1.231,-6.935,-3.585,0.157,-0.654,-0.057,-0.121,0.003,-0.118,76207332.989,1584,0,0,0.178
