stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,112.144,1.765,0.000,0,9,2433186931.155,110464038.866,57
refined,164.952,1.765,0.000,0,9,2433186931.155,76207332.989,57
