stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-2.114,-6.489,-3.545,0.459,-0.875,-1.745,-1.042,-0.061,-0.112,1717070422.079,1584,0,0,0.326
norefined,2,-1.632,-6.574,-3.636,0.456,-0.914,-1.741,-1.021,-0.042,-0.096,995268811.473,1584,0,0,0.248
norefined,3,-1.150,-6.658,-3.711,0.453,-0.929,-1.697,-0.985,-0.030,-0.062,742426138.735,1584,0,0,0.173
norefined,4,-1.323,-6.794,-3.549,0.561,-0.864,-1.522,-0.642,-0.040,0.045,682882354.003,1584,0,0,0.195
norefined,5,-0.908,-6.924,-3.535,0.599,-0.851,-1.360,-0.478,-0.022,0.119,709296527.523,1584,0,0,0.131
norefined,6,-1.383,-6.905,-3.454,0.641,-0.795,-1.313,-0.388,0.008,0.165,660731661.001,1584,0,0,0.200
norefined,7,-0.903,-6.990,-3.504,0.644,-0.799,-1.233,-0.350,0.034,0.205,694120433.683,1584,0,0,0.129
norefined,8,-1.380,-6.963,-3.427,0.680,-0.746,-1.186,-0.269,0.062,0.248,642570916.130,1584,0,0,0.198
norefined,9,-0.897,-7.040,-3.483,0.682,-0.753,-1.114,-0.244,0.090,0.279,682104753.662,1584,0,0,0.127
norefined,10,-1.377,-7.008,-3.407,0.714,-0.701,-1.067,-0.171,0.115,0.319,628713363.551,1584,0,0,0.196
refined,11,-1.377,-7.008,-3.407,0.714,-0.701,-1.067,-0.171,0.115,0.319,628713363.551,1584,0,0,0.196
refined,12,-0.072,-1.697,-0.727,0.481,-0.191,0.730,0.722,1.173,0.072,4809926685.634,1584,0,0,0.042
refined,13,-0.213,-1.148,-0.376,0.187,0.302,-0.139,-0.340,-0.366,-0.199,1222005351.700,1584,0,0,0.186
refined,14,-0.345,-2.199,-1.124,0.450,0.153,0.043,-0.124,0.197,-0.171,623854129.277,1584,0,0,0.157
refined,15,-0.511,-3.254,-1.691,0.838,-0.032,0.009,-0.109,0.223,0.014,566190856.228,1584,0,0,0.157
refined,16,-0.669,-4.096,-2.131,1.097,-0.240,-0.039,-0.079,0.205,0.211,556988306.031,1584,0,0,0.163
refined,17,-0.708,-4.296,-2.215,1.039,-0.313,-0.063,-0.024,0.246,0.228,555762930.733,1584,0,0,0.165
refined,18,-0.734,-4.436,-2.279,1.036,-0.329,-0.069,-0.017,0.251,0.225,555540965.493,1584,0,0,0.165
refined,19,-0.741,-4.474,-2.293,1.014,-0.331,-0.068,-0.009,0.257,0.217,555490530.799,1584,0,0,0.166
refined,20,-0.747,-4.511,-2.310,1.014,-0.331,-0.068,-0.008,0.256,0.216,555477629.261,1584,0,0,0.166
