stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.377,"[-2.607, -0.147]",1.230,-1.867,0.066
norefined,c,-7.008,"[-12.859, -1.156]",5.852,-1.997,0.050
norefined,s,-3.407,"[-6.337, -0.477]",2.930,-1.940,0.057
norefined,k0,0.714,"[-1.309, 2.736]",2.023,0.589,0.558
norefined,k1,-0.701,"[-2.757, 1.355]",2.056,-0.569,0.571
norefined,k2,-1.067,"[-2.434, 0.3]",1.367,-1.302,0.197
norefined,k3,-0.171,"[-1.437, 1.094]",1.266,-0.226,0.822
norefined,k4,0.115,"[-1.575, 1.806]",1.690,0.114,0.910
norefined,k5,0.319,"[-1.035, 1.672]",1.354,0.393,0.696
refined,tt,-0.747,"[-1.236, -0.259]",0.488,-2.552,0.013
refined,c,-4.511,"[-7.018, -2.005]",2.507,-3.002,0.004
refined,s,-2.310,"[-3.675, -0.945]",1.365,-2.823,0.006
refined,k0,1.014,"[-0.272, 2.299]",1.286,1.315,0.193
refined,k1,-0.331,"[-1.405, 0.743]",1.074,-0.514,0.609
refined,k2,-0.068,"[-0.796, 0.66]",0.728,-0.156,0.876
refined,k3,-0.008,"[-0.701, 0.685]",0.693,-0.020,0.984
refined,k4,0.256,"[-0.517, 1.028]",0.772,0.552,0.583
refined,k5,0.216,"[-0.658, 1.089]",0.874,0.412,0.682
