attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.556,"[-2.545, -0.566]",0.990,-2.622,0.011,21,0.150,292137285.324,0.176,-1.000,-0.556,0,0,fn
c,-8.194,"[-13.134, -3.253]",4.940,-2.766,0.007,21,0.150,292137285.324,0.176,-6.000,-2.194,0,0,fn
s,-4.991,"[-7.963, -2.019]",2.972,-2.801,0.007,21,0.150,292137285.324,0.176,-3.000,-1.991,0,0,fn
k0,-0.507,"[-2.355, 1.341]",1.848,-0.458,0.649,21,0.150,292137285.324,0.176,0.000,-0.507,0,0,fp
k1,-0.635,"[-2.4, 1.129]",1.764,-0.601,0.550,21,0.150,292137285.324,0.176,0.000,-0.635,0,0,fp
k2,-0.333,"[-1.163, 0.498]",0.831,-0.668,0.506,21,0.150,292137285.324,0.176,0.000,-0.333,0,0,fp
k3,0.665,"[-0.149, 1.48]",0.815,1.362,0.178,21,0.150,292137285.324,0.176,0.000,0.665,0,0,fp
k4,1.312,"[-0.308, 2.932]",1.620,1.351,0.181,21,0.150,292137285.324,0.176,0.000,1.312,0,0,fp
k5,0.965,"[-0.2, 2.13]",1.165,1.381,0.172,21,0.150,292137285.324,0.176,0.000,0.965,0,0,fp
vot,0.190,,,,,21,0.150,292137285.324,0.176,0.167,0.023,0,0,fn
tt,-0.747,"[-1.236, -0.259]",0.488,-2.552,0.013,21,0.250,555477629.261,0.241,-1.000,0.253,0,0,fn
c,-4.511,"[-7.018, -2.005]",2.507,-3.002,0.004,21,0.250,555477629.261,0.241,-6.000,1.489,0,0,fn
s,-2.310,"[-3.675, -0.945]",1.365,-2.823,0.006,21,0.250,555477629.261,0.241,-3.000,0.690,0,0,fn
k0,1.014,"[-0.272, 2.299]",1.286,1.315,0.193,21,0.250,555477629.261,0.241,0.000,1.014,0,0,fp
k1,-0.331,"[-1.405, 0.743]",1.074,-0.514,0.609,21,0.250,555477629.261,0.241,0.000,-0.331,0,0,fp
k2,-0.068,"[-0.796, 0.66]",0.728,-0.156,0.876,21,0.250,555477629.261,0.241,0.000,-0.068,0,0,fp
k3,-0.008,"[-0.701, 0.685]",0.693,-0.020,0.984,21,0.250,555477629.261,0.241,0.000,-0.008,0,0,fp
k4,0.256,"[-0.517, 1.028]",0.772,0.552,0.583,21,0.250,555477629.261,0.241,0.000,0.256,0,0,fp
k5,0.216,"[-0.658, 1.089]",0.874,0.412,0.682,21,0.250,555477629.261,0.241,0.000,0.216,0,0,fp
vot,0.166,,,,,21,0.250,555477629.261,0.241,0.167,-0.001,0,0,fn
tt,-1.152,"[-3.495, 1.191]",2.343,-0.820,0.415,21,0.500,2108739323.318,0.456,-1.000,-0.152,1,0,fn
c,-8.354,"[-23.904, 7.196]",15.550,-0.896,0.373,21,0.500,2108739323.318,0.456,-6.000,-2.354,1,0,fn
s,-3.579,"[-10.169, 3.012]",6.591,-0.906,0.368,21,0.500,2108739323.318,0.456,-3.000,-0.579,1,0,fn
k0,2.220,"[-2.97, 7.409]",5.190,0.713,0.478,21,0.500,2108739323.318,0.456,0.000,2.220,0,0,fp
k1,0.278,"[-3.376, 3.932]",3.654,0.127,0.899,21,0.500,2108739323.318,0.456,0.000,0.278,0,0,fp
k2,-0.686,"[-3.712, 2.341]",3.027,-0.378,0.707,21,0.500,2108739323.318,0.456,0.000,-0.686,0,0,fp
k3,-0.847,"[-3.7, 2.006]",2.853,-0.495,0.622,21,0.500,2108739323.318,0.456,0.000,-0.847,0,0,fp
k4,-0.898,"[-3.875, 2.079]",2.977,-0.503,0.617,21,0.500,2108739323.318,0.456,0.000,-0.898,0,0,fp
k5,0.839,"[-2.169, 3.847]",3.008,0.465,0.643,21,0.500,2108739323.318,0.456,0.000,0.839,0,0,fp
vot,0.138,,,,,21,0.500,2108739323.318,0.456,0.167,-0.029,0,0,fn
