stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,11.759,1.727,0.000,0,9,5611104133.467,2175255428.331,76
refined,12.364,1.727,0.000,0,9,5611104133.467,2108739323.318,76
