stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.849,"[-1.955, 0.257]",1.106,-1.533,0.130
norefined,c,-7.640,"[-16.911, 1.632]",9.272,-1.645,0.105
norefined,s,-3.630,"[-8.449, 1.19]",4.820,-1.503,0.138
norefined,k0,0.030,"[-1.97, 2.031]",2.000,0.030,0.976
norefined,k1,-0.586,"[-3.235, 2.064]",2.650,-0.441,0.661
norefined,k2,0.167,"[-2.382, 2.715]",2.549,0.131,0.897
norefined,k3,2.076,"[-0.712, 4.864]",2.788,1.486,0.142
norefined,k4,0.681,"[-1.277, 2.639]",1.958,0.694,0.490
norefined,k5,0.731,"[-1.076, 2.538]",1.807,0.808,0.422
refined,tt,-0.849,"[-1.955, 0.257]",1.106,-1.533,0.130
refined,c,-7.640,"[-16.911, 1.632]",9.272,-1.645,0.105
refined,s,-3.630,"[-8.449, 1.19]",4.820,-1.503,0.138
refined,k0,0.030,"[-1.97, 2.031]",2.000,0.030,0.976
refined,k1,-0.586,"[-3.235, 2.064]",2.650,-0.441,0.661
refined,k2,0.167,"[-2.382, 2.715]",2.549,0.131,0.897
refined,k3,2.076,"[-0.712, 4.864]",2.788,1.486,0.142
refined,k4,0.681,"[-1.277, 2.639]",1.958,0.694,0.490
refined,k5,0.731,"[-1.076, 2.538]",1.807,0.808,0.422
