stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.148,"[-2.301, 0.005]",1.153,-1.988,0.051
norefined,c,-7.629,"[-15.008, -0.251]",7.378,-2.064,0.043
norefined,s,-4.114,"[-7.881, -0.347]",3.767,-2.180,0.033
norefined,k0,-0.325,"[-1.789, 1.139]",1.464,-0.443,0.659
norefined,k1,-1.017,"[-2.819, 0.784]",1.801,-1.127,0.264
norefined,k2,-0.124,"[-2.032, 1.784]",1.908,-0.130,0.897
norefined,k3,0.680,"[-1.236, 2.596]",1.916,0.709,0.481
norefined,k4,-0.672,"[-2.274, 0.929]",1.602,-0.838,0.405
norefined,k5,-0.448,"[-2.355, 1.459]",1.907,-0.469,0.641
refined,tt,-1.611,"[-2.969, -0.254]",1.358,-2.369,0.021
refined,c,-7.488,"[-13.592, -1.385]",6.103,-2.449,0.017
refined,s,-3.707,"[-6.638, -0.776]",2.931,-2.525,0.014
refined,k0,0.287,"[-0.787, 1.36]",1.073,0.533,0.596
refined,k1,0.266,"[-1.63, 2.161]",1.896,0.280,0.781
refined,k2,0.053,"[-1.168, 1.274]",1.221,0.086,0.932
refined,k3,-1.326,"[-3.044, 0.392]",1.718,-1.540,0.128
refined,k4,-0.953,"[-2.217, 0.311]",1.264,-1.505,0.137
refined,k5,-1.015,"[-2.739, 0.708]",1.724,-1.176,0.244
