stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,95.133,2.023,0.000,0,9,2859386344.179,207516849.478,76
refined,238.182,2.023,0.000,0,9,2859386344.179,86662423.235,76
