stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,0.888,-4.829,-3.055,1.454,0.494,1.650,0.610,-0.678,1.024,6928808767.265,1584,0,0,-0.184
norefined,2,0.527,-4.947,-3.174,1.273,0.380,1.491,0.542,-0.758,0.924,5199512786.478,1584,0,0,-0.107
norefined,3,0.106,-5.060,-3.188,1.146,0.294,1.362,0.488,-0.832,0.821,2745761899.154,1584,0,0,-0.021
norefined,4,-0.361,-5.124,-3.183,1.081,0.227,1.263,0.441,-0.874,0.749,1279878169.846,1584,0,0,0.071
norefined,5,-0.827,-5.164,-3.141,1.024,0.167,1.151,0.404,-0.916,0.662,583665690.107,1584,0,0,0.160
norefined,6,-1.274,-5.201,-3.028,0.912,0.088,1.052,0.383,-0.935,0.584,384689814.968,1584,0,0,0.245
norefined,7,-0.895,-5.321,-3.107,0.717,0.001,0.954,0.271,-0.984,0.459,352784523.297,1584,0,0,0.168
norefined,8,-1.347,-5.350,-2.959,0.597,-0.053,0.892,0.273,-0.968,0.416,333070727.579,1584,0,0,0.252
norefined,9,-0.878,-5.414,-3.083,0.522,-0.041,0.894,0.222,-0.979,0.369,302615439.631,1584,0,0,0.162
norefined,10,-1.339,-5.432,-2.941,0.419,-0.082,0.842,0.229,-0.957,0.339,304590379.853,1584,0,0,0.247
refined,11,-0.878,-5.414,-3.083,0.522,-0.041,0.894,0.222,-0.979,0.369,302615439.631,1584,0,0,0.162
refined,12,-1.013,-6.121,-3.038,-0.230,0.110,0.219,-0.038,0.101,0.344,109040831.882,1584,0,0,0.165
refined,13,-1.121,-6.710,-3.466,-0.252,0.042,0.300,0.150,0.168,0.231,104419594.845,1584,0,0,0.167
refined,14,-1.131,-6.768,-3.518,-0.271,0.028,0.293,0.166,0.187,0.212,104350197.304,1584,0,0,0.167
refined,15,-1.132,-6.772,-3.523,-0.275,0.028,0.293,0.166,0.190,0.206,104347493.336,1584,0,0,0.167
refined,16,-1.132,-6.772,-3.524,-0.275,0.028,0.293,0.166,0.191,0.205,104347362.062,1584,0,0,0.167
refined,17,-1.132,-6.773,-3.525,-0.276,0.028,0.293,0.166,0.191,0.205,104347355.576,1584,0,0,0.167
refined,18,-1.132,-6.773,-3.525,-0.276,0.028,0.293,0.166,0.191,0.205,104347355.255,1584,0,0,0.167
refined,19,-1.132,-6.773,-3.525,-0.276,0.028,0.293,0.166,0.191,0.205,104347355.240,1584,0,0,0.167
refined,20,-1.132,-6.773,-3.525,-0.276,0.028,0.293,0.166,0.191,0.205,104347355.239,1584,0,0,0.167
