stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,53.232,1.727,0.000,0,9,3682418496.932,451802112.282,76
refined,77.179,1.727,0.000,0,9,3682418496.932,323949172.453,76
