stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.390,"[-2.94, 0.16]",1.550,-1.790,0.078
norefined,c,-6.749,"[-14.758, 1.259]",8.008,-1.682,0.097
norefined,s,-3.727,"[-7.928, 0.474]",4.201,-1.771,0.081
norefined,k0,0.637,"[-1.556, 2.83]",2.193,0.580,0.564
norefined,k1,0.602,"[-1.118, 2.322]",1.720,0.698,0.488
norefined,k2,-0.283,"[-2.048, 1.483]",1.765,-0.320,0.750
norefined,k3,-0.789,"[-3.442, 1.863]",2.653,-0.594,0.554
norefined,k4,-0.114,"[-3.099, 2.871]",2.985,-0.076,0.939
norefined,k5,0.666,"[-1.662, 2.993]",2.328,0.571,0.570
refined,tt,-0.169,"[-0.225, -0.114]",0.056,-6.056,0.000
refined,c,-0.933,"[-1.289, -0.576]",0.357,-5.215,0.000
refined,s,-0.519,"[-0.74, -0.298]",0.221,-4.691,0.000
refined,k0,0.153,"[-0.12, 0.426]",0.273,1.120,0.267
refined,k1,0.169,"[-0.05, 0.387]",0.218,1.541,0.128
refined,k2,0.193,"[-0.043, 0.428]",0.235,1.635,0.107
refined,k3,0.092,"[-0.184, 0.368]",0.276,0.666,0.508
refined,k4,0.291,"[-0.087, 0.67]",0.379,1.535,0.129
refined,k5,0.078,"[-0.266, 0.422]",0.344,0.453,0.652
