stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.654,"[-2.785, -0.522]",1.131,-2.918,0.005
norefined,c,-7.068,"[-12.063, -2.073]",4.995,-2.825,0.006
norefined,s,-3.569,"[-6.052, -1.085]",2.483,-2.868,0.006
norefined,k0,-0.126,"[-1.465, 1.212]",1.338,-0.188,0.851
norefined,k1,-0.205,"[-0.976, 0.565]",0.771,-0.532,0.597
norefined,k2,0.093,"[-1.299, 1.485]",1.392,0.133,0.894
norefined,k3,-0.128,"[-1.36, 1.104]",1.232,-0.207,0.837
norefined,k4,-0.206,"[-1.645, 1.234]",1.439,-0.285,0.776
norefined,k5,0.334,"[-0.992, 1.659]",1.325,0.503,0.617
refined,tt,-1.175,"[-2.089, -0.26]",0.915,-2.563,0.013
refined,c,-6.347,"[-11.289, -1.405]",4.942,-2.564,0.013
refined,s,-3.094,"[-5.532, -0.656]",2.438,-2.533,0.014
refined,k0,-0.569,"[-1.803, 0.665]",1.234,-0.921,0.361
refined,k1,-0.237,"[-0.89, 0.417]",0.653,-0.724,0.472
refined,k2,-0.256,"[-1.57, 1.058]",1.314,-0.388,0.699
refined,k3,0.463,"[-0.554, 1.479]",1.016,0.909,0.367
refined,k4,0.351,"[-1.029, 1.731]",1.380,0.508,0.613
refined,k5,-0.841,"[-2.452, 0.77]",1.611,-1.042,0.301
