stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.943,-5.255,-4.933,-0.036,1.700,-0.190,-1.691,-0.588,-0.015,157134056.784,0.179
norefined,2,-1.120,-5.515,-4.642,-0.128,1.487,-0.159,-1.736,-0.681,0.002,111450042.396,0.203
norefined,3,-0.808,-5.745,-4.503,-0.254,1.253,-0.122,-1.673,-0.740,0.032,102659763.318,0.141
norefined,4,-1.294,-5.760,-4.420,-0.298,1.213,-0.132,-1.628,-0.748,0.066,100730387.614,0.225
norefined,5,-0.831,-5.879,-4.409,-0.349,1.083,-0.103,-1.594,-0.753,0.076,89546578.754,0.141
norefined,6,-1.323,-5.874,-4.344,-0.378,1.068,-0.104,-1.550,-0.747,0.099,94557486.657,0.225
norefined,7,-0.852,-5.975,-4.348,-0.410,0.947,-0.077,-1.520,-0.750,0.104,82005161.973,0.143
norefined,8,-1.346,-5.959,-4.292,-0.428,0.951,-0.073,-1.479,-0.736,0.121,90570865.615,0.226
norefined,9,-0.870,-6.050,-4.303,-0.448,0.835,-0.046,-1.450,-0.738,0.123,76986358.147,0.144
norefined,10,-1.365,-6.026,-4.253,-0.459,0.854,-0.039,-1.412,-0.719,0.135,87695969.310,0.226
refined,11,-0.870,-6.050,-4.303,-0.448,0.835,-0.046,-1.450,-0.738,0.123,76986358.147,0.144
refined,12,-0.922,-5.036,-2.688,0.060,0.080,0.083,-0.050,0.130,0.101,34767590.753,0.183
refined,13,-0.927,-4.846,-2.454,-0.128,-0.027,0.239,0.013,0.095,0.276,32870052.152,0.191
refined,14,-0.945,-4.970,-2.518,-0.118,-0.026,0.203,0.025,0.131,0.255,32838386.884,0.190
refined,15,-0.948,-4.984,-2.521,-0.117,-0.027,0.203,0.030,0.133,0.260,32837018.700,0.190
refined,16,-0.949,-4.990,-2.524,-0.116,-0.026,0.201,0.030,0.134,0.259,32836950.579,0.190
refined,17,-0.949,-4.991,-2.524,-0.116,-0.026,0.201,0.030,0.134,0.259,32836947.084,0.190
refined,18,-0.949,-4.991,-2.525,-0.116,-0.026,0.201,0.030,0.134,0.259,32836946.902,0.190
refined,19,-0.949,-4.991,-2.525,-0.116,-0.026,0.201,0.030,0.134,0.259,32836946.893,0.190
refined,20,-0.949,-4.991,-2.525,-0.116,-0.026,0.201,0.030,0.134,0.259,32836946.892,0.190
