stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.358,-5.937,-3.357,-1.790,-1.442,-0.798,0.366,-0.922,1.764,1623657556.436,0.397
norefined,2,-1.905,-6.025,-3.490,-1.672,-1.443,-0.812,0.393,-0.923,1.838,1375670372.072,0.316
norefined,3,-1.433,-6.103,-3.588,-1.589,-1.445,-0.781,0.381,-0.906,1.889,1111596047.976,0.235
norefined,4,-0.954,-6.164,-3.671,-1.548,-1.434,-0.708,0.328,-0.915,1.910,1010255052.960,0.155
norefined,5,-1.444,-6.089,-3.676,-1.535,-1.431,-0.713,0.369,-0.861,1.902,1101854467.759,0.237
norefined,6,-0.964,-6.151,-3.753,-1.496,-1.421,-0.640,0.316,-0.873,1.923,1000045530.061,0.157
norefined,7,-1.453,-6.076,-3.753,-1.484,-1.419,-0.651,0.359,-0.818,1.915,1093696549.954,0.239
norefined,8,-0.973,-6.138,-3.827,-1.445,-1.410,-0.578,0.307,-0.831,1.936,991612471.482,0.159
norefined,9,-1.462,-6.063,-3.823,-1.436,-1.408,-0.594,0.352,-0.775,1.927,1086661488.731,0.241
norefined,10,-0.982,-6.126,-3.894,-1.397,-1.398,-0.521,0.300,-0.790,1.949,984475690.647,0.160
refined,11,-0.982,-6.126,-3.894,-1.397,-1.398,-0.521,0.300,-0.790,1.949,984475690.647,0.160
refined,12,-0.411,-2.351,-1.169,-0.410,0.705,1.049,0.125,1.589,0.052,1407082325.642,0.175
refined,13,-0.027,-0.179,-0.244,-0.031,-0.413,-0.476,0.381,-0.630,0.533,1840113231.118,0.153
refined,14,-0.155,-0.897,-0.541,-0.259,0.130,0.178,0.108,0.448,0.471,632441932.555,0.173
refined,15,-0.155,-0.902,-0.578,-0.184,-0.044,0.123,0.248,0.230,0.416,544632199.947,0.172
refined,16,-0.163,-0.940,-0.610,-0.197,-0.041,0.120,0.255,0.238,0.436,542829907.175,0.173
refined,17,-0.165,-0.952,-0.618,-0.202,-0.042,0.119,0.259,0.239,0.442,542695515.078,0.173
refined,18,-0.165,-0.955,-0.621,-0.204,-0.043,0.119,0.260,0.239,0.444,542684929.434,0.173
refined,19,-0.166,-0.956,-0.621,-0.205,-0.043,0.119,0.261,0.239,0.444,542684106.260,0.173
refined,20,-0.166,-0.956,-0.621,-0.205,-0.043,0.119,0.261,0.239,0.444,542684042.497,0.173
