attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.934,"[-1.282, -0.586]",0.348,-4.863,0.001,51,0.250,4369705.968,0.038,-1.000,0.066,0,0,fn
c,-5.566,"[-7.465, -3.667]",1.899,-5.313,0.000,51,0.250,4369705.968,0.038,-6.000,0.434,0,0,fn
s,-2.996,"[-4.124, -1.868]",1.128,-4.814,0.001,51,0.250,4369705.968,0.038,-3.000,0.004,0,0,fn
k0,0.162,"[-0.314, 0.639]",0.477,0.618,0.551,51,0.250,4369705.968,0.038,0.000,0.162,0,0,fp
k1,0.286,"[-0.201, 0.774]",0.487,1.065,0.312,51,0.250,4369705.968,0.038,0.000,0.286,0,0,fp
k2,0.361,"[0.035, 0.688]",0.327,2.004,0.073,51,0.250,4369705.968,0.038,0.000,0.361,0,1,fp
k3,-0.128,"[-0.373, 0.117]",0.245,-0.944,0.367,51,0.250,4369705.968,0.038,0.000,-0.128,0,0,fp
k4,-0.005,"[-0.405, 0.394]",0.399,-0.023,0.982,51,0.250,4369705.968,0.038,0.000,-0.005,0,0,fp
k5,0.497,"[-0.013, 1.007]",0.510,1.766,0.108,51,0.250,4369705.968,0.038,0.000,0.497,0,0,fp
vot,0.168,,,,,51,0.250,4369705.968,0.038,0.167,0.001,0,0,fn
tt,-0.822,"[-1.053, -0.591]",0.231,-6.049,0.000,51,0.500,18477528.403,0.060,-1.000,0.178,0,0,fn
c,-4.832,"[-6.205, -3.459]",1.373,-5.979,0.000,51,0.500,18477528.403,0.060,-6.000,1.168,0,0,fn
s,-2.582,"[-3.235, -1.928]",0.653,-6.713,0.000,51,0.500,18477528.403,0.060,-3.000,0.418,0,0,fn
k0,0.306,"[-0.037, 0.649]",0.343,1.514,0.141,51,0.500,18477528.403,0.060,0.000,0.306,0,0,fp
k1,-0.027,"[-0.434, 0.379]",0.407,-0.115,0.909,51,0.500,18477528.403,0.060,0.000,-0.027,0,0,fp
k2,-0.018,"[-0.33, 0.295]",0.313,-0.096,0.924,51,0.500,18477528.403,0.060,0.000,-0.018,0,0,fp
k3,0.147,"[-0.105, 0.4]",0.252,0.994,0.329,51,0.500,18477528.403,0.060,0.000,0.147,0,0,fp
k4,-0.022,"[-0.267, 0.224]",0.245,-0.150,0.882,51,0.500,18477528.403,0.060,0.000,-0.022,0,0,fp
k5,0.480,"[0.194, 0.766]",0.286,2.853,0.008,51,0.500,18477528.403,0.060,0.000,0.480,0,1,fp
vot,0.170,,,,,51,0.500,18477528.403,0.060,0.167,0.003,0,0,fn
tt,-0.850,"[-1.085, -0.615]",0.235,-6.071,0.000,51,0.750,46075971.348,0.077,-1.000,0.150,0,0,fn
c,-5.245,"[-6.621, -3.869]",1.376,-6.393,0.000,51,0.750,46075971.348,0.077,-6.000,0.755,0,0,fn
s,-2.578,"[-3.311, -1.845]",0.733,-5.899,0.000,51,0.750,46075971.348,0.077,-3.000,0.422,0,0,fn
k0,0.049,"[-0.306, 0.403]",0.355,0.231,0.819,51,0.750,46075971.348,0.077,0.000,0.049,0,0,fp
k1,0.038,"[-0.309, 0.385]",0.347,0.183,0.855,51,0.750,46075971.348,0.077,0.000,0.038,0,0,fp
k2,0.133,"[-0.17, 0.437]",0.303,0.738,0.464,51,0.750,46075971.348,0.077,0.000,0.133,0,0,fp
k3,0.067,"[-0.148, 0.283]",0.216,0.525,0.602,51,0.750,46075971.348,0.077,0.000,0.067,0,0,fp
k4,0.004,"[-0.261, 0.268]",0.265,0.023,0.982,51,0.750,46075971.348,0.077,0.000,0.004,0,0,fp
k5,0.367,"[0.08, 0.653]",0.287,2.144,0.037,51,0.750,46075971.348,0.077,0.000,0.367,0,1,fp
vot,0.162,,,,,51,0.750,46075971.348,0.077,0.167,-0.005,0,0,fn
