stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,20.116,2.347,0.000,0,9,845123839.324,44237990.167,19
refined,213.784,2.347,0.000,0,9,845123839.324,4369705.968,19
