stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,52.811,1.765,0.000,0,9,1972037217.186,180885388.240,57
refined,222.932,1.765,0.000,0,9,1972037217.186,46075971.348,57
