stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.676,"[-2.472, 1.12]",1.796,-0.682,0.511
norefined,c,-6.631,"[-19.99, 6.728]",13.359,-0.900,0.389
norefined,s,-2.820,"[-7.904, 2.263]",5.084,-1.005,0.338
norefined,k0,0.047,"[-2.471, 2.564]",2.517,0.033,0.974
norefined,k1,0.507,"[-1.275, 2.289]",1.782,0.516,0.617
norefined,k2,-0.510,"[-2.057, 1.038]",1.547,-0.597,0.564
norefined,k3,-0.251,"[-2.021, 1.519]",1.770,-0.257,0.802
norefined,k4,-0.283,"[-2.127, 1.561]",1.844,-0.278,0.786
norefined,k5,-1.476,"[-6.491, 3.54]",5.016,-0.533,0.606
refined,tt,-0.934,"[-1.282, -0.586]",0.348,-4.863,0.001
refined,c,-5.566,"[-7.465, -3.667]",1.899,-5.313,0.000
refined,s,-2.996,"[-4.124, -1.868]",1.128,-4.814,0.001
refined,k0,0.162,"[-0.314, 0.639]",0.477,0.618,0.551
refined,k1,0.286,"[-0.201, 0.774]",0.487,1.065,0.312
refined,k2,0.361,"[0.035, 0.688]",0.327,2.004,0.073
refined,k3,-0.128,"[-0.373, 0.117]",0.245,-0.944,0.367
refined,k4,-0.005,"[-0.405, 0.394]",0.399,-0.023,0.982
refined,k5,0.497,"[-0.013, 1.007]",0.510,1.766,0.108
