stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.337,"[-2.326, -0.348]",0.989,-2.255,0.027
norefined,c,-6.675,"[-12.008, -1.341]",5.333,-2.087,0.041
norefined,s,-3.060,"[-5.294, -0.825]",2.235,-2.284,0.026
norefined,k0,-0.651,"[-2.01, 0.708]",1.359,-0.799,0.427
norefined,k1,-0.665,"[-2.937, 1.607]",2.272,-0.488,0.627
norefined,k2,0.621,"[-0.77, 2.012]",1.391,0.745,0.459
norefined,k3,-0.630,"[-2.24, 0.98]",1.610,-0.653,0.516
norefined,k4,0.043,"[-1.151, 1.238]",1.195,0.060,0.952
norefined,k5,-0.861,"[-2.815, 1.092]",1.954,-0.735,0.465
refined,tt,-1.570,"[-2.47, -0.67]",0.900,-2.910,0.005
refined,c,-7.560,"[-12.227, -2.892]",4.667,-2.702,0.009
refined,s,-3.796,"[-5.869, -1.723]",2.073,-3.054,0.003
refined,k0,1.176,"[0.157, 2.195]",1.019,1.925,0.059
refined,k1,-2.004,"[-3.57, -0.438]",1.566,-2.135,0.036
refined,k2,-0.526,"[-1.347, 0.295]",0.821,-1.068,0.289
refined,k3,1.538,"[-0.132, 3.208]",1.670,1.536,0.129
refined,k4,-1.243,"[-2.617, 0.132]",1.374,-1.508,0.136
refined,k5,-1.728,"[-3.158, -0.298]",1.430,-2.016,0.048
