stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.050,-5.853,-3.924,-1.727,-0.893,1.460,-0.477,1.883,-1.023,1062304921.937,-0.008
norefined,2,-0.445,-5.863,-3.906,-1.710,-0.894,1.462,-0.541,1.876,-1.029,644763636.675,0.076
norefined,3,-0.933,-5.868,-3.869,-1.650,-0.860,1.461,-0.592,1.817,-1.031,500077908.619,0.159
norefined,4,-1.228,-5.941,-3.851,-1.508,-0.801,1.320,-0.699,1.497,-1.039,450072703.361,0.207
norefined,5,-0.961,-6.033,-3.948,-1.423,-0.703,1.116,-0.717,1.178,-1.010,409860660.040,0.159
norefined,6,-1.236,-6.091,-3.904,-1.208,-0.596,1.008,-0.761,0.873,-0.942,381061438.078,0.203
norefined,7,-0.847,-6.172,-3.942,-1.071,-0.509,0.906,-0.692,0.668,-0.858,355628247.056,0.137
norefined,8,-1.268,-6.185,-3.852,-0.900,-0.409,0.882,-0.701,0.511,-0.830,348712367.028,0.205
norefined,9,-0.822,-6.250,-3.884,-0.800,-0.341,0.809,-0.601,0.400,-0.766,322360878.828,0.132
norefined,10,-1.280,-6.242,-3.792,-0.672,-0.259,0.808,-0.614,0.306,-0.759,327420606.734,0.205
refined,11,-0.822,-6.250,-3.884,-0.800,-0.341,0.809,-0.601,0.400,-0.766,322360878.828,0.132
refined,12,-0.589,-2.241,-1.025,0.873,-0.106,-0.829,0.320,-0.340,-0.222,802976993.628,0.263
refined,13,-0.513,-2.839,-1.626,0.236,0.029,-0.120,-0.272,0.095,-0.177,248818398.908,0.181
refined,14,-0.758,-4.302,-2.429,0.223,0.022,-0.157,-0.334,0.020,-0.241,212941387.736,0.176
refined,15,-0.933,-5.307,-2.964,0.257,0.012,-0.193,-0.164,-0.140,-0.382,208229741.512,0.176
refined,16,-0.975,-5.553,-3.078,0.268,0.063,-0.199,-0.106,-0.182,-0.442,207845519.285,0.175
refined,17,-0.989,-5.630,-3.119,0.276,0.076,-0.210,-0.100,-0.189,-0.451,207824430.397,0.176
refined,18,-0.993,-5.647,-3.128,0.278,0.081,-0.213,-0.101,-0.190,-0.452,207822935.748,0.176
refined,19,-0.994,-5.653,-3.131,0.279,0.083,-0.213,-0.101,-0.190,-0.452,207822827.546,0.176
refined,20,-0.994,-5.654,-3.132,0.279,0.083,-0.214,-0.101,-0.190,-0.452,207822819.681,0.176
