stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.927,"[-1.586, -0.269]",0.659,-2.362,0.022
norefined,c,-6.818,"[-11.054, -2.581]",4.236,-2.699,0.010
norefined,s,-4.159,"[-7.319, -0.999]",3.160,-2.207,0.032
norefined,k0,-0.132,"[-0.909, 0.645]",0.777,-0.285,0.777
norefined,k1,-0.249,"[-1.334, 0.836]",1.085,-0.385,0.702
norefined,k2,0.365,"[-0.59, 1.321]",0.955,0.642,0.524
norefined,k3,-0.576,"[-1.5, 0.349]",0.925,-1.045,0.301
norefined,k4,0.004,"[-0.838, 0.845]",0.842,0.007,0.994
norefined,k5,0.964,"[-0.194, 2.122]",1.158,1.396,0.169
refined,tt,-0.821,"[-1.138, -0.503]",0.318,-4.334,0.000
refined,c,-5.427,"[-7.294, -3.561]",1.866,-4.877,0.000
refined,s,-2.482,"[-3.456, -1.509]",0.973,-4.277,0.000
refined,k0,0.204,"[-0.159, 0.566]",0.362,0.942,0.351
refined,k1,0.071,"[-0.373, 0.516]",0.444,0.269,0.789
refined,k2,-0.216,"[-0.623, 0.191]",0.407,-0.888,0.379
refined,k3,0.203,"[-0.272, 0.677]",0.474,0.716,0.477
refined,k4,0.063,"[-0.322, 0.448]",0.385,0.274,0.785
refined,k5,0.509,"[0.024, 0.994]",0.485,1.759,0.085
