stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.330,"[-1.811, -0.848]",0.481,-5.517,0.000
norefined,c,-5.561,"[-7.826, -3.297]",2.265,-4.902,0.000
norefined,s,-3.579,"[-5.047, -2.111]",1.468,-4.866,0.000
norefined,k0,-0.896,"[-1.812, 0.019]",0.916,-1.954,0.055
norefined,k1,0.036,"[-0.65, 0.721]",0.685,0.104,0.918
norefined,k2,0.927,"[0.22, 1.633]",0.706,2.619,0.011
norefined,k3,0.014,"[-0.786, 0.814]",0.800,0.034,0.973
norefined,k4,-0.108,"[-0.926, 0.709]",0.817,-0.264,0.793
norefined,k5,0.175,"[-0.45, 0.8]",0.625,0.559,0.578
refined,tt,-1.161,"[-1.497, -0.825]",0.336,-6.904,0.000
refined,c,-6.383,"[-8.373, -4.393]",1.990,-6.403,0.000
refined,s,-3.296,"[-4.277, -2.314]",0.982,-6.701,0.000
refined,k0,0.220,"[-0.448, 0.888]",0.668,0.658,0.513
refined,k1,-0.339,"[-0.944, 0.266]",0.605,-1.117,0.268
refined,k2,-0.193,"[-0.847, 0.46]",0.653,-0.590,0.557
refined,k3,-0.166,"[-0.718, 0.386]",0.552,-0.601,0.550
refined,k4,0.146,"[-0.534, 0.826]",0.680,0.428,0.670
refined,k5,0.396,"[-0.127, 0.919]",0.523,1.510,0.136
