stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.146,"[-1.598, -0.694]",0.452,-5.059,0.000
norefined,c,-7.097,"[-9.853, -4.341]",2.756,-5.139,0.000
norefined,s,-3.298,"[-4.646, -1.95]",1.348,-4.883,0.000
norefined,k0,-1.168,"[-2.265, -0.071]",1.097,-2.124,0.037
norefined,k1,-0.252,"[-1.019, 0.515]",0.767,-0.656,0.514
norefined,k2,-0.255,"[-0.972, 0.463]",0.717,-0.709,0.481
norefined,k3,0.688,"[-0.17, 1.546]",0.858,1.601,0.114
norefined,k4,0.246,"[-0.283, 0.774]",0.528,0.928,0.357
norefined,k5,-0.876,"[-1.625, -0.127]",0.749,-2.334,0.023
refined,tt,-1.079,"[-1.394, -0.764]",0.315,-6.836,0.000
refined,c,-6.481,"[-8.279, -4.683]",1.798,-7.194,0.000
refined,s,-3.406,"[-4.324, -2.488]",0.918,-7.404,0.000
refined,k0,0.546,"[-0.025, 1.117]",0.571,1.909,0.061
refined,k1,0.003,"[-0.408, 0.415]",0.411,0.016,0.987
refined,k2,0.003,"[-0.404, 0.409]",0.406,0.013,0.990
refined,k3,-0.246,"[-0.659, 0.168]",0.414,-1.185,0.240
refined,k4,-0.063,"[-0.359, 0.233]",0.296,-0.426,0.671
refined,k5,0.017,"[-0.391, 0.426]",0.409,0.084,0.934
