stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.911,"[-1.313, -0.508]",0.402,-4.519,0.000
norefined,c,-7.174,"[-9.974, -4.375]",2.800,-5.115,0.000
norefined,s,-2.873,"[-4.108, -1.639]",1.234,-4.647,0.000
norefined,k0,-1.248,"[-2.236, -0.26]",0.988,-2.522,0.014
norefined,k1,-0.389,"[-1.111, 0.334]",0.723,-1.073,0.287
norefined,k2,0.147,"[-0.504, 0.797]",0.651,0.450,0.654
norefined,k3,1.039,"[0.265, 1.813]",0.774,2.681,0.009
norefined,k4,0.296,"[-0.264, 0.857]",0.561,1.055,0.295
norefined,k5,-0.697,"[-1.48, 0.085]",0.782,-1.779,0.080
refined,tt,-0.926,"[-1.271, -0.581]",0.345,-5.360,0.000
refined,c,-5.362,"[-7.191, -3.534]",1.828,-5.854,0.000
refined,s,-2.205,"[-3.025, -1.384]",0.820,-5.365,0.000
refined,k0,-0.093,"[-0.676, 0.49]",0.583,-0.318,0.752
refined,k1,-0.082,"[-0.519, 0.355]",0.437,-0.374,0.709
refined,k2,0.283,"[-0.218, 0.784]",0.501,1.127,0.264
refined,k3,0.135,"[-0.315, 0.585]",0.450,0.597,0.552
refined,k4,0.059,"[-0.313, 0.431]",0.372,0.315,0.753
refined,k5,-0.159,"[-0.65, 0.333]",0.491,-0.645,0.521
