stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,120.905,2.023,0.000,76,0,9,2686679052.953,155831431.622
refined,245.097,2.023,0.000,76,0,9,2686679052.953,79198243.074
