stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.048,-7.225,-2.677,-1.742,-0.426,-0.106,1.151,-0.172,-0.638,636807042.964,-0.007
norefined,2,-0.435,-7.206,-2.709,-1.795,-0.456,-0.142,1.085,-0.200,-0.705,303571601.384,0.060
norefined,3,-0.899,-7.162,-2.782,-1.775,-0.482,-0.155,0.985,-0.075,-0.726,199155976.082,0.126
norefined,4,-0.990,-7.106,-2.989,-1.646,-0.436,-0.067,0.899,0.298,-0.577,155831431.622,0.139
norefined,5,-0.730,-7.061,-3.222,-1.370,-0.308,0.025,0.851,0.446,-0.549,168120610.251,0.103
norefined,6,-1.209,-7.017,-3.207,-1.356,-0.329,-0.022,0.746,0.428,-0.614,168997695.312,0.172
norefined,7,-0.731,-7.086,-3.232,-1.277,-0.291,0.019,0.748,0.448,-0.536,162969923.884,0.103
norefined,8,-1.212,-7.039,-3.220,-1.262,-0.313,-0.024,0.653,0.428,-0.602,163966844.693,0.172
norefined,9,-0.734,-7.107,-3.243,-1.182,-0.274,0.018,0.659,0.448,-0.522,158457265.904,0.103
norefined,10,-1.216,-7.058,-3.233,-1.170,-0.299,-0.022,0.570,0.425,-0.588,159509485.652,0.172
refined,11,-0.990,-7.106,-2.989,-1.646,-0.436,-0.067,0.899,0.298,-0.577,155831431.622,0.139
refined,12,-0.890,-4.925,-2.714,0.779,0.160,0.188,-0.579,-0.046,0.582,111146075.206,0.181
refined,13,-0.959,-5.561,-2.882,0.208,0.019,0.248,-0.272,0.066,0.341,79834380.201,0.172
refined,14,-0.983,-5.758,-2.967,0.130,-0.005,0.232,-0.208,0.075,0.324,79205767.984,0.171
refined,15,-0.988,-5.793,-2.983,0.125,-0.005,0.228,-0.202,0.075,0.322,79198370.725,0.171
refined,16,-0.989,-5.798,-2.985,0.125,-0.004,0.228,-0.201,0.075,0.322,79198245.361,0.171
refined,17,-0.989,-5.798,-2.986,0.125,-0.004,0.228,-0.201,0.075,0.322,79198243.115,0.171
refined,18,-0.989,-5.799,-2.986,0.125,-0.004,0.228,-0.201,0.074,0.322,79198243.075,0.171
refined,19,-0.989,-5.799,-2.986,0.125,-0.004,0.228,-0.201,0.074,0.322,79198243.074,0.171
refined,20,-0.989,-5.799,-2.986,0.125,-0.004,0.228,-0.201,0.074,0.322,79198243.074,0.171
