stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.411,"[-3.173, 0.351]",1.762,-1.598,0.115
norefined,c,-7.206,"[-15.962, 1.55]",8.756,-1.643,0.105
norefined,s,-4.319,"[-9.196, 0.557]",4.877,-1.768,0.082
norefined,k0,-1.444,"[-3.469, 0.581]",2.025,-1.424,0.159
norefined,k1,1.010,"[-0.593, 2.613]",1.603,1.258,0.213
norefined,k2,0.665,"[-0.952, 2.282]",1.617,0.821,0.415
norefined,k3,-0.634,"[-2.047, 0.78]",1.414,-0.895,0.374
norefined,k4,0.537,"[-2.359, 3.432]",2.896,0.370,0.713
norefined,k5,-0.991,"[-3.598, 1.617]",2.607,-0.758,0.451
refined,tt,-2.857,"[-6.315, 0.6]",3.457,-1.650,0.104
refined,c,-15.399,"[-33.949, 3.151]",18.550,-1.657,0.102
refined,s,-6.386,"[-13.905, 1.134]",7.519,-1.695,0.095
refined,k0,0.308,"[-1.391, 2.007]",1.699,0.362,0.718
refined,k1,-0.753,"[-2.414, 0.908]",1.661,-0.905,0.369
refined,k2,-0.074,"[-1.468, 1.32]",1.394,-0.106,0.916
refined,k3,-1.025,"[-3.315, 1.266]",2.291,-0.893,0.375
refined,k4,-5.051,"[-11.164, 1.062]",6.113,-1.649,0.104
refined,k5,1.793,"[-1.027, 4.612]",2.820,1.269,0.209
