stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-1.116,-6.632,-4.761,-1.639,1.821,0.334,-1.274,1.234,-0.900,746371944.317,1584,0,0,0.168
norefined,2,-1.599,-6.613,-4.706,-1.666,1.732,0.332,-1.225,1.201,-0.927,557627361.261,1584,0,0,0.242
norefined,3,-1.854,-6.741,-4.578,-1.661,1.495,0.412,-0.996,1.012,-0.962,534161276.450,1584,0,0,0.275
norefined,4,-1.406,-6.890,-4.567,-1.596,1.405,0.494,-0.964,0.925,-0.964,531804751.218,1584,0,0,0.204
norefined,5,-1.873,-6.870,-4.492,-1.606,1.323,0.496,-0.847,0.852,-0.975,511389607.939,1584,0,0,0.273
norefined,6,-1.411,-7.006,-4.486,-1.546,1.255,0.565,-0.839,0.782,-0.979,504577109.248,1584,0,0,0.201
norefined,7,-1.881,-6.982,-4.407,-1.551,1.183,0.565,-0.723,0.716,-0.980,492292129.512,1584,0,0,0.269
norefined,8,-1.412,-7.111,-4.402,-1.494,1.125,0.621,-0.729,0.653,-0.986,482747180.379,1584,0,0,0.199
norefined,9,-1.884,-7.082,-4.322,-1.496,1.061,0.620,-0.616,0.595,-0.981,476077034.932,1584,0,0,0.266
norefined,10,-1.411,-7.206,-4.319,-1.444,1.010,0.665,-0.634,0.537,-0.991,464829710.880,1584,0,0,0.196
refined,11,-1.411,-7.206,-4.319,-1.444,1.010,0.665,-0.634,0.537,-0.991,464829710.880,1584,0,0,0.196
refined,12,-1.284,-6.263,-2.547,-0.074,-0.230,0.111,-0.665,-2.151,0.768,346900669.443,1584,0,0,0.205
refined,13,-1.952,-9.763,-4.071,0.289,-0.593,-0.207,-1.262,-3.508,1.254,326764144.464,1584,0,0,0.200
refined,14,-1.866,-9.671,-4.116,0.216,-0.555,-0.125,-1.064,-3.510,1.338,325428419.204,1584,0,0,0.193
refined,15,-2.114,-10.956,-4.653,0.236,-0.626,-0.152,-1.105,-3.929,1.444,325032880.055,1584,0,0,0.193
refined,16,-2.175,-11.412,-4.833,0.216,-0.633,-0.109,-1.052,-4.029,1.484,324785054.762,1584,0,0,0.191
refined,17,-2.343,-12.354,-5.209,0.234,-0.661,-0.109,-1.048,-4.287,1.554,324573762.763,1584,0,0,0.190
refined,18,-2.481,-13.192,-5.531,0.250,-0.683,-0.092,-1.034,-4.494,1.623,324350085.674,1584,0,0,0.188
refined,19,-2.670,-14.291,-5.958,0.279,-0.715,-0.086,-1.028,-4.776,1.706,324114988.470,1584,0,0,0.187
refined,20,-2.857,-15.399,-6.386,0.308,-0.753,-0.074,-1.025,-5.051,1.793,323893185.565,1584,0,0,0.186
