stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,5.380,2.347,0.007,19,0,9,561012337.404,96034707.584
refined,27.889,2.347,0.000,19,0,9,561012337.404,21494961.969
